review_tag,hotel_star,address,services,price_range,hotel_name,review_score
"All reviews,convention center,resort fee,time share presentation,orlando trip,directly across the street,family vacation,one bedroom suite,nice property,pool and hot tub,parking garage,close to sea world,starbucks coffee,orlando eye,enjoyed my stay,excellent location,little things,breakfast buffet,universal studios,sofa bed,room was spacious",4 star — Las Palmeras by Hilton Grand Vacations 4*,"9501 Universal Blvd,Orlando,FL,32819","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Kitchenette,
Accessible rooms,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave ,
Paid Wifi,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Internet ,
Business Center with Internet Access,
Room Service,
Dry Cleaning,
Meeting Rooms,
Concierge,
Banquet Room,
Conference Facilities,
Laundry Service,
Multilingual Staff ","
$124 - $354 (Based on Average Rates for a Standard Room)
","
,
Las Palmeras by Hilton Grand Vacations
",4
"All reviews,per gallon,front desk,marriott brands,room was clean,separate sitting area,park and fly,free breakfast,rental car,an early flight,port canaveral,morning breakfast,stayed here for one night,late arrival,would definitely stay here again,the breakfast area,next morning,yogurt,shuttle service,restaurants within walking distance,business traveler",3 star — SpringHill Suites Orlando Airport 3*,"5828 Hazeltine National Dr,Orlando,FL,32822-5002","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Airport Transportation,
Free Breakfast,
Meeting Rooms,
Room Service,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Banquet Room,
Self-Serve Laundry ","
$111 - $245 (Based on Average Rates for a Standard Room)
","
,
SpringHill Suites Orlando Airport
",4.5
"All reviews,marriott properties,toll road,yogurt,bedroom suite,free breakfast,full kitchen,arriving late,an early morning flight,make your own waffles,waffle maker,would stay here again,morning breakfast,kitchen area,stayed one night,front desk staff,breakfast staff,disney cruise,rental car,beds were very comfortable,free shuttle",3 star — Residence Inn Orlando Airport 3*,"7024 Augusta National Dr,Orlando,FL,32822-5016","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub,
Tennis Court ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Shuttle Bus Service,
Free Breakfast,
Airport Transportation,
Meeting Rooms,
Self-Serve Laundry,
Free Parking,
Dry Cleaning,
Laundry Service,
Conference Facilities ","
$117 - $257 (Based on Average Rates for a Standard Room)
","
,
Residence Inn Orlando Airport
",4.5
"All reviews,lake eola,amway center,evening reception,church street,free happy hour,street noise,cooked to order breakfast,complimentary breakfast,within walking distance,valet parking is,two room suite,valet service,bars and restaurants,business trip,front desk staff,per night,living area,very nice hotel,fitness center,wedding",3.5 star — Embassy Suites by Hilton Orlando Downtown 3.5*,"191 E Pine St,Orlando,FL,32801-2736","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Restaurant,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Paid Wifi,
Paid Internet ,
Room Service,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry ","
$187 - $322 (Based on Average Rates for a Standard Room)
","
,
Embassy Suites by Hilton Orlando Downtown
",4
"All reviews,activity center,full kitchen,bedroom deluxe,armed forces vacation club,macaroni grill,time share,washer and dryer,through rci,timeshare presentation,parking pass,sales pitch,granite countertops,screened in porch,minute drive to disney,super walmart,gift card,orlando area,pool and hot tub,small lake,restaurants within walking distance",3.5 star — Wyndham Cypress Palms 3.5*,"5324 Fairfield Lake Dr,Orlando,FL,34746-4953","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Business Center with Internet Access,
Laundry Service,
Concierge,
Multilingual Staff,
Self-Serve Laundry,
Meeting Rooms ","
$88 - $182 (Based on Average Rates for a Standard Room)
","
,
Wyndham Cypress Palms
",4
"All reviews,universal studios,splash bar,international drive,room was clean,great budget hotel,continental breakfast,tea coffee,within walking distance,red lobster,fridge and microwave,min walk,would stay here again,water pressure,nice size,nice pool,enjoyed my stay,flat screen,yogurt,dennys,maids",3 star — SUNSOL International Drive 3*,"5859 American Way,Orlando,FL,32819","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Bar/Lounge ,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Free Breakfast,
Multilingual Staff,
Shuttle Bus Service ","
$77 - $182 (Based on Average Rates for a Standard Room)
","
,
SUNSOL International Drive
",4
"All reviews,international drive,room was clean,undergoing refurbishment,western hotels,budget price,mickey mouse waffles,inexpensive hotel,restaurants in walking distance,short stay,ideal location,nice pool,night stay,visiting universal studios,the orange county convention center,comfortable stay,yogurt,continental breakfast,good size,the air conditioning,staff was very friendly and helpful",2.5 star — BEST WESTERN International Drive - Orlando 2.5*,"8222 Jamaican Ct,Orlando,FL,32819-9313","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Concierge,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$83 - $191 (Based on Average Rates for a Standard Room)
","
,
BEST WESTERN International Drive - Orlando
",4
"All reviews,the shuttle driver,room was clean,port canaveral,tgi fridays,early flight,next morning,free breakfast,nice breakfast,one night stay,breakfast area,rental car,front desk person,would stay here again,pool and hot tub,yogurt,business center,fridge and microwave,hot breakfast,booked this hotel,free shuttle","2.5 star — Country Inn & Suites By Carlson, Orlando Airport 2.5*","5440 Forbes Place,Orlando,FL,32812","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Breakfast,
Shuttle Bus Service,
Airport Transportation,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Multilingual Staff ","
$85 - $157 (Based on Average Rates for a Standard Room)
","
,
Country Inn & Suites By Carlson, Orlando Airport
",4
"All reviews,universal studios,international drive,sweet tomatoes,hard boiled eggs,free breakfast,yogurt,red lobster,walking distance,mini golf,budget hotel,wet n wild,free shuttle,staff was very friendly and helpful,nice pool,nice stay,beds were comfortable,lq,quintas,pets,dennys",2.5 star — La Quinta Inn Orlando International Drive North 2.5*,"5825 International Dr,Orlando,FL,32819-8245","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool ,
Non-Smoking Rooms,
Family Rooms,
Suites ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Breakfast,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry,
Free Parking,
Meeting Rooms,
Business Center with Internet Access ","
$76 - $166 (Based on Average Rates for a Standard Room)
","
,
La Quinta Inn Orlando International Drive North
",4
"All reviews,free breakfast,the spring hill suites,disney world,the breakfast area,wet bar,shuttle service to disney,yogurt,parking fee,bahama breeze,near disney,outlet mall,sofa bed,pizza hut,nice room,stayed for nights,check in was a breeze,up to date,nice size,housekeeping staff,coffee maker",3 star — SpringHill Suites Orlando Lake Buena Vista in Marriott Village 3*,"8601 Vineland Ave,Orlando,FL,32821-6499","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$99 - $203 (Based on Average Rates for a Standard Room)
","
,
SpringHill Suites Orlando Lake Buena Vista in Marriott Village
",4
"All reviews,holiday inn express,free breakfast,downtown disney,yogurt,olive garden,palm parkway,disney world,mickey mouse waffles,hard boiled eggs,hot tub,microwave and fridge,lake buena vista,breakfast bar,whole week,large room,exercise room,very nice hotel,hot breakfast,free shuttle,minute drive",2.5 star — Comfort Inn Orlando/ Lake Buena Vista 2.5*,"8686 Palm Pkwy,Orlando,FL,32836-6433","
Wheelchair access,
Non-Smoking Hotel ,
Fitness Center with Gym / Workout Room,
Pool ,
Non-Smoking Rooms,
Accessible rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Free Breakfast,
Breakfast Available,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$85 - $255 (Based on Average Rates for a Standard Room)
","
,
Comfort Inn Orlando/ Lake Buena Vista
",3.5
"All reviews,pizza hut,indoor pool,international drive,cooked breakfast,wet n wild,tgi fridays,grab and go,bit dated,bed suite,large balcony,universal studios,breakfast staff,fantastic holiday,family holiday,free shuttle,lynx bus,clean towels,living area,virgin,chillis",2.5 star — The Enclave Hotel & Suites 2.5*,"6165 Carrier Drive,Orlando,FL,32819-8254","
Wheelchair access ,
Pool,
Restaurant,
Hot Tub,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities ","
$68 - $191 (Based on Average Rates for a Standard Room)
","
,
The Enclave Hotel & Suites
",3.5
"All reviews,an early morning flight,bonefish grill,courtyard marriott,semoran blvd,room was clean,park and fly,standard courtyard,an overnight stay,restaurants within walking distance,baggage claim,nice hotel,stayed here for one night,free shuttle,convenient location,shuttle service,stay at this hotel again,lobby area,room rate,king bed,front desk staff",3 star — Courtyard Orlando Airport 3*,"7155 N Frontage Rd,Orlando,FL,32812-9012","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Restaurant ,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Shuttle Bus Service,
Airport Transportation,
Meeting Rooms,
Conference Facilities,
Room Service,
Dry Cleaning,
Laundry Service,
Banquet Room,
Self-Serve Laundry ","
$110 - $211 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando Airport
",4
"All reviews,character breakfast,shower handle,parking fee,excellent vacation,great shuttle service,walking distance to disney,valet park,the maintenance man,valet service,the room was nice,bottom floor,an older hotel,lobby area,stayed for one night,short walk,pool area was great,hotel pool,disney trip,a great stay,disney bus",3.5 star — Wyndham Garden Lake Buena Vista Disney Springs Resort Area 3.5*,"1850B Hotel Plaza Blvd,Orlando,FL,32830-8406","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Restaurant,
Bar/Lounge,
Hot Tub,
Fitness Center with Gym / Workout Room,
Tennis Court ,
Non-Smoking Rooms,
Suites ,
Air Conditioning,
Refrigerator in room ,
Paid Wifi,
Paid Internet,
Free High Speed Internet ( WiFi ) ,
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Children Activities (Kid / Family Friendly),
Dry Cleaning,
Concierge,
Banquet Room,
Self-Serve Laundry,
Conference Facilities ","
$102 - $203 (Based on Average Rates for a Standard Room)
","
,
Wyndham Garden Lake Buena Vista Disney Springs Resort Area
",3.5
"All reviews,universal studios,room was clean,full size fridge,stove top,nice kitchen,grab and go,within walking distance,home away from home,free breakfast,pans,kitchenette,desk,rates,cons,clerk",2.5 star — Extended Stay America - Orlando Theme Parks - Major Blvd. 2.5*,"5620 Major Blvd,Orlando,FL,32819-7959","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Kitchenette,
Non-Smoking Rooms,
Suites ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Self-Serve Laundry ","
$80 - $141 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando Theme Parks - Major Blvd.
",4
"All reviews,typical courtyard,winter park,stayed here,front desk,bistro staff,accommodating hotel,quiet location,room was clean,room price,business trip,free internet,would stay again,hot tub,change rooms,business center,home away from home,nice hotel,king room,air conditioning,nice stay",3 star — Courtyard Orlando Altamonte Springs/Maitland 3*,"1750 Pembrook Dr,Orlando,FL,32810-6309","
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Conference Facilities,
Room Service,
Dry Cleaning,
Meeting Rooms,
Self-Serve Laundry ","
$99 - $199 (Based on Average Rates for a Standard Room)
","
,
Courtyard Orlando Altamonte Springs/Maitland
",4
"All reviews,international drive,provide breakfast,room was clean,wifi signal,budget hotel,free breakfast,air con,pizza hut,wet n wild,laundry facilities,stayed here for one night,free shuttle,extra towels,nice pool area,four nights,location was perfect,check in was easy,theme park,fridge,trolley",2 star — Econo Lodge International 2*,"7102 International Dr,Orlando,FL,32819-8224","
Wheelchair access,
Non-Smoking Hotel ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Shuttle Bus Service,
Free Breakfast,
Multilingual Staff,
Self-Serve Laundry ","
$48 - $116 (Based on Average Rates for a Standard Room)
","
,
Econo Lodge International
",3.5
"All reviews,westwood blvd,grab and go,international drive,yogurt,cereal bars,kitchen utensils,large fridge freezer,full kitchen,the sofa bed,accessible room,coffee table,cleaning supplies,decent breakfast,i ride trolley,small gym,dish soap,the orange county convention center,large room,quiet area,hire car",2.5 star — Extended Stay America - Orlando - Convention Ctr - 6443 Westwood 2.5*,"6443 Westwood Blvd,Orlando,FL,32821-8025","
Wheelchair access,
Non-Smoking Hotel,
Pets Allowed ( Dog / Pet Friendly ) ,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Non-Smoking Rooms,
Suites,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Self-Serve Laundry,
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Multilingual Staff ","
$63 - $150 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Convention Ctr - 6443 Westwood
",4
"All reviews,red lobster,international drive,room was clean,no lift,clarion inn,rosen centre,plenty of hot water,flat screen tv,budget hotel,air con,microwave and fridge,min walk,attending a conference,perfect location,business trip,front desk clerk,hotel room,housekeeping staff,per night,walgreens",2 star — Red Roof Inn Orlando - International Drive/Convention Center 2*,"9922 Hawaiian Ct,Orlando,FL,32819-8101","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Pool ,
Non-Smoking Rooms ,
Air Conditioning,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Self-Serve Laundry ","
$54 - $138 (Based on Average Rates for a Standard Room)
","
,
Red Roof Inn Orlando - International Drive/Convention Center
",3.5
"All reviews,international drive,fisheye grill,evening reception,indoor and outdoor pools,made to order breakfast,cook to order,bahama breeze,cooked breakfast,olive garden,complimentary breakfast,bit dated,yogurt,living area,sofa bed,shuttle service,self parking,free shuttle,atrium,trolley,bellman",3.5 star — Embassy Suites by Hilton Orlando - International Drive / Convention Center 3.5*,"8978 International Dr,Orlando,FL,32819-9321","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Kitchenette,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free High Speed Internet ( WiFi ),
Public Wifi,
Paid Wifi,
Free Internet ,
Free Parking,
Room Service,
Business Center with Internet Access,
Free Breakfast,
Shuttle Bus Service,
Meeting Rooms,
Concierge,
Multilingual Staff,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Banquet Room,
Self-Serve Laundry ","
$118 - $300 (Based on Average Rates for a Standard Room)
","
,
Embassy Suites by Hilton Orlando - International Drive / Convention Center
",4
"All reviews,an early flight,boiled eggs,room was clean,rental car,waffle maker,one night stay,port canaveral,pool and hot tub,next morning,front desk staff,continental breakfast,the breakfast area,free shuttle,shuttle service,first floor,easy access,great place to stay,definitely stay here again,lq,mco",2.5 star — La Quinta Inn & Suites Orlando Airport North 2.5*,"7160 N Frontage Rd,Orlando,FL,32812-9011","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Shuttle Bus Service,
Airport Transportation,
Meeting Rooms,
Free Breakfast,
Dry Cleaning,
Business Center with Internet Access,
Laundry Service,
Multilingual Staff,
Self-Serve Laundry ","
$83 - $149 (Based on Average Rates for a Standard Room)
","
,
La Quinta Inn & Suites Orlando Airport North
",4
"All reviews,world center,three bedroom,marriott world,small pool,marriott vacation,big marriott,screened porch,master bedroom,tennis courts,marriott staff,bedroom timeshare,minute shuttle ride,disney parks,new appliances,the living room furniture,japanese steakhouse,lots of lounge chairs,washer dryer,wonderful vacation,the main hotel",3.5 star — Marriott's Imperial Palms Villas 3.5*,"8404 Vacation Way,Orlando,FL,32821-6377","
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub,
Tennis Court,
Restaurant,
Golf course ,
Kitchenette,
Suites,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi,
Paid Internet ,
Free Parking,
Concierge,
Self-Serve Laundry,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service ","
$353 - $628 (Based on Average Rates for a Standard Room)
","
,
Marriott's Imperial Palms Villas
",4.5
"All reviews,smokehouse grill,paddle boats,mini golf,jacuzzi tub,lake view,master bedroom,full kitchen,washer and dryer,great resort,recommend this resort,spring break,pools,walmart,tennis,onsite",4 star — Westgate Lakes Resort & Spa 4*,"10000 Turkey Lake Road,Orlando,FL,32819-8007","
Non-Smoking Hotel,
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Spa,
Tennis Court,
Bar/Lounge,
Hot Tub ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Paid Wifi,
Paid Internet,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Children Activities (Kid / Family Friendly),
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Shuttle Bus Service,
Conference Facilities ","
$89 - $225 (Based on Average Rates for a Standard Room)
","
,
Westgate Lakes Resort & Spa
",3.5
"All reviews,universal studios,make your own waffles,international drive,free breakfast,hot items,rooms were clean,changed daily,small gym,yogurt,nice stay,wet n wild,free shuttle,minute drive,check in was quick,booked this hotel,sofa bed,gift shop,front desk clerk,the room was nice,microwave","2.5 star — Country Inn & Suites By Carlson, Orlando 2.5*","7701 Universal Blvd,Orlando,FL,32819-8371","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room ,
Non-Smoking Rooms,
Suites,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Free Breakfast,
Shuttle Bus Service,
Multilingual Staff,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Laundry Service,
Self-Serve Laundry,
Breakfast Available ","
$78 - $169 (Based on Average Rates for a Standard Room)
","
,
Country Inn & Suites By Carlson, Orlando
",3.5
"All reviews,grab and go,room was clean,conditioner and body wash,small maintenance issues,kitchen cupboards,apples oranges,light cleaning,instant oatmeal,full size fridge,continental breakfast,nicer hotel,an extended stay,free wifi,two queen beds,pots and pans,daily housekeeping,close to downtown,star hotel,local attractions,great stay",2.5 star — Extended Stay America - Orlando - Lake Buena Vista 2.5*,"8100 Palm Pkwy,Orlando,FL,32836-6428","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ) ,
Pool,
Fitness Center with Gym / Workout Room ,
Kitchenette,
Family Rooms,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Self-Serve Laundry,
Shuttle Bus Service,
Dry Cleaning,
Concierge,
Multilingual Staff ","
$74 - $159 (Based on Average Rates for a Standard Room)
","
,
Extended Stay America - Orlando - Lake Buena Vista
",4
"All reviews,amway center,bob carr,king suite,citrus bowl,winter park,free shuttle,self park,wet bar,walk in shower,valet staff,close to downtown,separate bedroom,kitchen area,pool and hot tub,nice room,bed was very comfortable,shuttle service,an upgrade,coffee maker,ihg",3.5 star — Crowne Plaza Orlando Downtown 3.5*,"304 W Colonial Dr,Orlando,FL,32801-1132","
Wheelchair access,
Pets Allowed ( Dog / Pet Friendly ),
Non-Smoking Hotel ,
Restaurant,
Fitness Center with Gym / Workout Room,
Pool,
Bar/Lounge ,
Suites,
Non-Smoking Rooms,
Kitchenette,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Business Center with Internet Access,
Shuttle Bus Service,
Room Service,
Meeting Rooms,
Conference Facilities,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff ","
$113 - $285 (Based on Average Rates for a Standard Room)
","
,
Crowne Plaza Orlando Downtown
",4
"All reviews,pool area,spg points,spg member,bunk beds,water slide,fire pit,volleyball net,downtown disney,resort fee is,an older hotel,family suite,disney world,ping pong,poolside bar,great pool,mini fridge,shuttle,valet,hoops,basketball",4 star — Sheraton Lake Buena Vista Resort 4*,"12205 S Apopka Vineland Rd,Orlando,FL,32836-6804","
Non-Smoking Hotel,
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge,
Spa,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Air Conditioning ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Room Service,
Meeting Rooms,
Business Center with Internet Access,
Dry Cleaning,
Laundry Service,
Concierge,
Banquet Room,
Multilingual Staff,
Conference Facilities,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Self-Serve Laundry ","
$112 - $220 (Based on Average Rates for a Standard Room)
","
,
Sheraton Lake Buena Vista Resort
",3.5
"All reviews,research park,alafaya trail,central florida,hard boiled eggs,make your own waffles,continental breakfast,quiet area,the breakfast area,the hotel is clean,bed was comfortable,yogurt,convenient location,great place to stay,stay there again,late check,mini fridge,nice pool,fitness center,coffee maker,pets",2.5 star — La Quinta Inn & Suites Orlando UCF 2.5*,"11805 Research Pkwy,Orlando,FL,32826-3220","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Free Breakfast,
Meeting Rooms,
Dry Cleaning,
Business Center with Internet Access,
Self-Serve Laundry ","
$95 - $177 (Based on Average Rates for a Standard Room)
","
,
La Quinta Inn & Suites Orlando UCF
",4
"All reviews,water park was great,international drive,waterpark area,pizza hut,tradewinds restaurant,wet n wild,family vacation,spring break,pool side,free shuttle,lifeguards,arcade,slides,grandkids,ihop,trolley,aquatica",3 star — Coco Key Hotel and Water Park Resort 3*,"7400 International Drive,Orlando,FL,32819-8234","
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Restaurant,
Bar/Lounge,
Hot Tub ,
Suites,
Non-Smoking Rooms,
Family Rooms,
Accessible rooms ,
Air Conditioning,
Microwave,
Refrigerator in room ,
Free Internet,
Free High Speed Internet ( WiFi ),
Public Wifi ,
Free Parking,
Children Activities (Kid / Family Friendly),
Shuttle Bus Service,
Meeting Rooms,
Banquet Room,
Multilingual Staff,
Self-Serve Laundry,
Conference Facilities,
Business Center with Internet Access,
Laundry Service ","
$80 - $223 (Based on Average Rates for a Standard Room)
","
,
Coco Key Hotel and Water Park Resort
",4
"All reviews,basketball court,university blvd,about minutes from the airport,marriott points,full kitchen,front desk,great job marriott,business trip,using points,bathroom vanity,complimentary breakfast,two bedroom suite,comforts of home,c unit,free upgrade,nice hotel,nice breakfast,granite countertops,beautiful room,will stay there again",3 star — Residence Inn Orlando East/UCF Area 3*,"11651 University Blvd,Orlando,FL,32817-2122","
Pets Allowed ( Dog / Pet Friendly ),
Wheelchair access,
Non-Smoking Hotel ,
Pool,
Fitness Center with Gym / Workout Room,
Hot Tub,
Tennis Court ,
Kitchenette,
Suites,
Non-Smoking Rooms,
Family Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ) ,
Free Parking,
Business Center with Internet Access,
Free Breakfast,
Meeting Rooms,
Self-Serve Laundry,
Room Service,
Dry Cleaning,
Laundry Service ","
$155 - $235 (Based on Average Rates for a Standard Room)
","
,
Residence Inn Orlando East/UCF Area
",4
"All reviews,universal studios,red lobster,international drive,wet n wild,sweet tomatoes,pool bar,mini golf,trolley stop,free shuttle,higher floor,hotel is in a great location,bottled water,large bathroom,games room,premium outlets,lynx bus,decent size,room key,islands of adventure,shuttle service",3 star — Four Points by Sheraton Orlando Studio City Hotel 3*,"5905 International Drive,Orlando,FL,32819-8205","
Non-Smoking Hotel,
Wheelchair access ,
Pool,
Restaurant,
Fitness Center with Gym / Workout Room,
Bar/Lounge ,
Non-Smoking Rooms ,
Free Internet,
Free High Speed Internet ( WiFi ),
Paid Wifi ,
Free Parking,
Room Service,
Laundry Service,
Multilingual Staff,
Conference Facilities,
Shuttle Bus Service,
Dry Cleaning,
Meeting Rooms,
Business Center with Internet Access,
Concierge,
Banquet Room,
Self-Serve Laundry ","
$85 - $189 (Based on Average Rates for a Standard Room)
","
,
Four Points by Sheraton Orlando Studio City Hotel
",4
