x,sentiment
Cod fish having a #brexit :) https://t.co/A1CgZb38ti,
The rejected experts https://t.co/s1KGjkMx6x via @esrc #academia #brexit,
"""For me and my fellow three million EU citizens it [#Brexit] has cast a shadow over our lives"" - https://t.co/LMW3fifF6Y",
#Brexit puts London at crossroads: The market is looking further afield but European access remains important https://t.co/jFtN5wYl7S,
#Propertywire have some post #brexit theories. Have a read https://t.co/XU5ZVUaxw5,
"#European #nationals living in the UK must have a guarantee they can remain after #Brexit #Righttowork 
https://t.co/3hQfFSKjHU",
"#European #nationals living in the UK must have a guarantee they can remain after #Brexit #Righttowork 
https://t.co/3ELV76zmAK",
"#Brexit will create vast opportunities:
opportunity to move to Frankfurt
to Paris
to Dublin
to Amsterdam
to New York
https://t.co/cqiXavBMrL",
.@gkbhambra discusses #Brexit and British citizenship over time https://t.co/0frF1vXYU7,
Bless. That's @Ed_Miliband &amp; Tony Blair. All we need is Gordon Brown to oppose it too &amp; Hard #Brexit is guaranteed. https://t.co/s1rUVpCivy,
Well that's one way to @changebritain ...or #shortchange #Britain #brexit #brexitshambles https://t.co/PKpsSN9ilY,
.@SteveBakerHW in @FT - free-trade is the key to a flourishing post-#Brexit UK w/ comment from LI's @ShankerASingham https://t.co/iq6yQZxHoa,
EU Cmttee concludes that imposing customs controls post-#Brexit could threaten open border in Ireland:‰Û_ https://t.co/oGwwuH5NYq,
@perrotthegreat daily the FACTS of what #Brexit means are becoming clearer. To point that out is not anti-democratic. It is oppositional...,
"""Significant EU support for farmers"" not for much longer if #Brexit goes on https://t.co/Ij7UquoJow",
"There is no Brexit uncertainty; just failure to understand, forecast and predict. #Brexit #economy #markets #London https://t.co/zId68aUIhr",
The latest The nextwave daily! https://t.co/iIuxonD4mq Thanks to @tds153 @tweetcmw @CRAIGWILLIAMS4 #brexit #energyefficiency,
"Book your place on The future UK science &amp; innovation funding #Brexit, the HE &amp; ResearchBill event 2 Feb https://t.co/gHKyySm2NA @WHEFEvents",
Boost for 2016 growth forecast but warning on future slowdown @SkyNewsBiz https://t.co/5FWTSS5JAY #ukeconomy #isdx #brexit,
"Today's links: byelections, #Brexit, #EPL, #gendergap, #turnerprize, #pizzagate, #Trump, #foi, #OGP16, XMAS https://t.co/5rH0e6jE46 #dataviz",
"Retailer ASOS to create 1,500 UK jobs over three years despite Brexit. ’Ê_’áÂ’Ê_’á_’Ê_’á»’Ê_’á_#Asos #UKeconomy #Brexit https://t.co/W4BXaFDomA",
.@NewEuropeans If you're free at 12.30pm pop round to Downing Street to help deliver a message to @Number10gov‰Û_ https://t.co/Xq8JsJzc3R,
"British Chambers of Commerce nudges up 2017 growth forecast, cuts 2018 due to  Brexit. ’Ê_’áÂ’Ê_’á_’Ê_’á»’Ê_’á_#UKeconomy #Brexit https://t.co/JBOWzAZcfg",
Ireland has most to lose if #Brexit has a negative economic impact: https://t.co/TmCTCsBWdp https://t.co/DMunY78Iti,
Tweet of day: Xmas and #Brexit -- one trainee lawyer's dilemma @YouMustBeAnna https://t.co/BBBri6NxyO Free‰Û_ https://t.co/REX8USspkF,
Brexit puts London at crossroads https://t.co/0Gpnk9BPGM @insurance_day #brexit #reinsurance,
#Brexit: Bankers lobby for continued European court jurisdiction. The Brief https://t.co/BBBri6NxyO from @TimesLaw‰Û_ https://t.co/0uWikDsr6H,
The market is looking further afield but European access remains important https://t.co/bjmTwLJSuf #brexit https://t.co/kGpr2PDAVI,
"Oh no, not again: May faces second court challenge over #Brexit. The Brief https://t.co/BBBri6NxyO Daily @TimesLaw‰Û_ https://t.co/QyCIjLPdNh",
Blimey all the polls Ive done lately have been totally off par with the actual results - first #Brexit then #trump‰Û_ https://t.co/TX1LKaJuBR,
"#PR predictions for 2017. How #Brexit will be good for #freelance #comms types, but bad for big agencies https://t.co/0simRsh7BW",
An important piece by my @BrexitCentral colleague @HughRBennett this morning on how the UK should approach #Brexit‰Û_ https://t.co/dFIMekv9oH,
EU rivals eye å£1.2tn asset pot in UK as #Brexit looms #assetmanagement https://t.co/mzqbeWOqp1,
"Made really welcome by dynamic local firm @JascotsWine - growing year on year but worried, like many others, about‰Û_ https://t.co/yeOJvJ4qQa",
I like Gisela Stuart but she is having trouble explaining how #Brexit is going to work for Britain and how #Labour are going to recover.,
What does Brexit mean for the FM sector? (via Passle) by @LarchLucy https://t.co/cqaHWXpvo9 #brexit fm,
#Brexit people say everyone knew NHS promise was a lie. But my wife (a nurse) says many of her patients voted #Brexit because of the promise,
Fascinating analysis of 3 million #brexit tweets suggests listening on #socialmedia is better &amp; faster than polling‰Û_ https://t.co/U4mIvut6sF,
"Lots of talk on more expensive post #Brexit fuel costs. In 2014 diesel was å£1.49 a litre. Today's it's å£1.18
What's the issue?",
@Rightmove visits up 9% in better-than-expected post-#Brexit #market  https://t.co/125zHI96EZ,
Read the EU Cmttee‰Ûªs report on UK-Irish relations and #Brexit: https://t.co/XJO9krm4Ce https://t.co/bNyWUUNnrJ,
Fancy that! #Brexit https://t.co/aCq9JkJ0Aq,
#Brexit: supreme logic required https://t.co/xQ6gWCGZnA @mallowstreet #pensions,
"#r4Today Labour #Brexit MP @GiselaStuart wants not single market or customs union but ""frictionless trade"" - wheels may need greasing",
"If you go to jail for tax evasion, you are living off taxes for not paying taxes.
#Trump #Deplorables #Brexit #taxevasion #taxreform",
Chair of @voteleave @GiselaStuart opens up the prospect that EU immigration will increase after we leave on @BBCRadio4 #brexit,
#Traitor Mandelson backing THIRD bid to thwart #Brexit in the courts https://t.co/GO8wFP1xVF via @MailOnline,
From the claimant's mouth the new court challenge on #brexit and #Article50 https://t.co/dBdOH2DFer,
Whether the tax take falls by å£10bn is to be seen but the chance of some FS business leaving London is high  #Brexit https://t.co/80StofweFh,
Read and think #Australia is the example #TheresaMay #borisjohnson and #Brexit ers want to emulate on #immigration‰Û_ https://t.co/qToVXFMwFQ,
"My guess is that enough have realised they were lied to on NHS, access to EU market etc to have erased #Brexit lead https://t.co/3d16qhcOrm",
#BoE on world trade slowdown &amp; bad #productivity impact. Also not great for finding  new export markets post #Brexit https://t.co/mQNdnpvQX3,
British business group take UK govt to court to stay in #EEA #brexit @britinfluence @iccwboUK https://t.co/uYIILKBV3H,
#Brexit is already hurting #UK #fintech - Business Insider https://t.co/R0DQAnHSAI,
How to BrexitProof your Business &amp; Investments https://t.co/ROrq9Z9Pqy   #Brexit #Invest #Finance #FinTech #Business https://t.co/huARRrMDYZ,
@calder_anthony Disagree. Yes it was voters folly but government could have taken a softer more reconciliatory approach. #brexit,
It seems you can't even say you are worried about #Brexit without #Brexit people telling you to keep quiet. Makes me not want to keep quiet.,
The latest The Criminal Bar Daily! https://t.co/PBsZLwW93L Thanks to @jackimacca @FranckMagennis @profpennyc #assange #brexit,
"End #Brexit uncertainty for EU citizens in the UK, report urges https://t.co/U4jKhg0TD2",
Mrs Mayhem is reluctant to put up council tax to fund social care but happy to add 15% to food and fuel bills thanks to #brexit. #r4today,
"End #Brexit uncertainty for EU citizens in the UK, report urges https://t.co/ZG0OK2QRA8",
The latest The Daily Derfel! https://t.co/x8bqoH953P Thanks to @AnsonMackay @SaraLBennett60 @maitlis #brexit #apprentice,
Brexit - Trump A Wake-up Call for Leaders - People Development Network https://t.co/2rDeQV82NA @HRwoBorders‰Û_ https://t.co/D0qmulzl8K,
6 ways #Brexit really could benefit #UKstartups and aid #entrepreneurship in the UK: https://t.co/4xRygJb3Je https://t.co/ljUY5roaGw,
The latest The London Legal Brief! https://t.co/fKZULVhaIn #brexit,
"#BBC 'news' today.
1 FA too 'old &amp; white'
2 All immigration to UK is 'good'
3 #Brexit is still 'bad'
...'news' formulated by Leftists.",
"#Brexit supporters list update -
Farage ‰ÏÓ
Trump ‰ÏÓ
Putin ‰ÏÓ 
Child killer Ian Brady ‰ÏÓ
https://t.co/cZuWO90XIx",
@terencehooson Time to organise a group to legally challenge groups trying to block #brexit!!!,
"Everyone is doing the Okey Cokey
https://t.co/FFRKmENzX9
#Blog #Brexit #EUReferendum #OUT #MMIH #Blogger",
Love UK gov's new online trade portal to help #startups export in post #brexit world: https://t.co/kdHSmzBC2X @tradegovuk,
Is #Trump Victory the American #Brexit? - Learn the Similarities &amp; Differences in this article by @easymarkets &gt;&gt;‰Û_ https://t.co/x0jLymMclL,
"#brexit expert.
IMF head Christine Lagarde stands trial over å£340m payout to controversial tycoon https://t.co/rMSpPfM0EO via @telegraphnews",
Trump Kisses the British #Brexit baby https://t.co/uQ5Hxe63iR,
"@philandrsn Party of liars, bigots &amp; racists promoting hate and division in society can't be setting a vision for the country. #UKIP #Brexit",
Northern Ireland must not become collateral damage of #Brexit says @LordsEUCom https://t.co/tlrzgvduSz,
Report by @LordsEUCom on implications of #Brexit for Ireland published today. Here is my statement to the Committee. https://t.co/7la6GatOKM,
British Future Report on EU Nationals - #Brexit  https://t.co/xTn0RMBeNW,
Still not seen one credible argument why #Brexit would be good for business and economy. -  https://t.co/T5CQ0UZKyO,
#Brexit 'a huge challenge' for Ireland says @UKHouseofLords report. https://t.co/zGsA9KLatP,
"FT survey of #UK business very gloomy, but as much about general Gov policy towards business as about #Brexit itself. No sign of relocations",
"#Brexit was complicated before, but it just got a whole lot harder https://t.co/qQpx2M5kVu",
"#Brexit. #Trump. #FamilyNoMore. 
#FateoftheFurious why do you have to go and break our hearts like that! #Family4Life #CantWait!",
"Brexitists: ""you won't win by calling us stupid"" 
Daily Brexitgraph: https://t.co/HYvrGLicdT #Brexit",
"After the referendum, the people, not parliament, are sovereign #Brexit #SupremeCourt https://t.co/vgoLVqbQ7j",
I'm on today with #voteleave chair #giselastuartmp .. #brexit... I'll be keeping my mouth shut for a while (for a change!),
Petition: Allow EU citizens to remain in the UK after exit from the EU with same rights https://t.co/h2tZgdeIqJ #Immigrants #Remain #brexit,
Brexit: New Article 50 court challenge to go ahead after thousands back campaign | The Independent  #brexit #eu #uk https://t.co/xNV2nqwsmt,
"Britons will not accept being financially worse off by EU withdrawal, poll indicates 
#brexit #politics #eu #uk https://t.co/i1xHxOvYNE",
"UK firms 'face more, not less, red tape if Britain exits customs union' https://t.co/O4yTfDlMSr #BrexitBritain #brexit",
UK could be forced to stay in single market after Brexit if new legal challenge succeeds  #brexit #eu #uk #politics https://t.co/yJkXtVrRBj,
"#ArtBREXIT,#BREXIT,#ArtMarketBREXIT,My new video is now on YouTube: https://t.co/GZm4BvM25x https://t.co/LGSVdih5q0",
"I've only just bought @ShippersUnbound 'All Out War' about the #Brexit referendum. It's amazing, hence why I'm still reading it at 5.30am!!!",
"’Ê_’_¢ #BREXIT 
UK government facing new Brexit court case - Sunday Times https://t.co/ioH4JIzneW
#KRTpro #News",
@UK_PPN Our 82% #brexit press have been bad mouthing the EU for decades &amp; campaigning for a referendum. Parliament is our democratic system,
"regram @obia_thethird
Exactly. And...EXACTLY. #Brexit is just the beginning. We need to stop the‰Û_ https://t.co/ltkejraVAh",
A hard #brexit friend of mine doesn't trust May to deliver. If she does a soft brexit he wants to remain and have a‰Û_ https://t.co/BV7ACA7jI2,
@Caspasian 5% high end per polling tabs. Far bigger impact? Normally non-voters coming out for #Brexit.,
"‰ÛÏThe quality of your site is often a measure of the quality of your business.‰Ûù 
#Londonstartup #London #Startup‰Û_ https://t.co/sR1GkPsWUk",
UK Column News Thursday 3rd Nov 2016 https://t.co/yMnaLH5xGz #brexit #melanie #shaw #VIP #child #abuse #UKIP,
There's a growing worry that #Brexit will leave the UK poorer - Must be slowest penny drop in the history of mankind https://t.co/SshYWNB7hp,
@Daily_Express clearly thinking about the working men and woman of this country. Who the say they represent #ukip #brexit,
What total lunatic would want to represent #UK at #Eurovision 2017? If they make it out of the stadium alive I'd be shocked. #BREXIT,
Clarke warns May over future if she backs 'hard #Brexit' https://t.co/Od0KyNe3HZ,
Wither Democracy post-#Brexit? Every Political Party will only be able to say:We'll try &amp; give you (the electorate)‰Û_ https://t.co/3mK8KCtIOI,
Such is the Corbyn sell:Super-duper factories/industries;we'll be world-beaters he says:Most likely we'll export jo‰Û_ https://t.co/KzY1kQVu4u,
The latest edition of JNPAQUET Media News is now available: https://t.co/2DyqhyKsOv Thanks to @LambethMPS @cocoboer @DanielRiolo #brexit #eu,
"(2) Whatever the case, I can't see #Brexit positively impacting the already dire state of language learning in the UK.",
"Also told #Brexit meant ""LEAVING THE SINGLE MARKET - COMPLETELY"" https://t.co/BFxJCAugnu",
EU Cmttee report on #Brexit: UK-Irish relations now out:  https://t.co/TmCTCsBWdp,
"This!
#EUcitizens who move to UK in next three months 'should be given right to stay permanently'
#Brexit https://t.co/ltnt2KwAAk",
@jmb520 @IanDunt #Brexit has to be stopped. The people were sold a lie by charlatans. Need a unified voice. @labour a fiasco.,
Going to be a great 2 years for politicians to bury bad news. ? #Brexit #Moreunited @Hapoel4  https://t.co/jgHb5LE4ek,
"I can not imagine 2017 worse that 2016. After #Brexit, #Trump &amp; ending an over decade-long relationship it just can‰Û_ https://t.co/lWV4r40aH6",
You turn if you want to. I‰Ûªm still a #Remainer #Brexit #MoreUnited https://t.co/k9ztXIcZAD,
Can't believe #saaraaalto did not win! Still she will have a better career than #mattterry! Shame on you #XFactor2016 for your #brexit tones,
"#Britain is back #East_of_Suez - but is this 'new' engagement with the #Gulf really about strategy, or more about‰Û_ https://t.co/JHJXrGdHts",
#Brexit was always about #TakingBackControl FROM #ThePeople &amp; returning it to the #Establishment @astroehlein @ICiaranCostello @ChukaUmunna,
#UKIP and #Labour join forces to #Brexit @ jacquep @ICiaranCostello @deborahparsell @SkyNews @andyburnhammp @Nigel_Farage,
"2/2017 #Election?
Come what #may wants:
More #Brexit delay and more tory power.
Only she will get mass #UKIP upvote!
https://t.co/r37wuDyE4H",
"‰ÛÏ#Brexit isn‰Ûªt a liberation from red tape but beginning of avalanche of paperwork for businesses trading with EU"" - https://t.co/7YhD5Ochhw",
Oh. Dear. #Sunderland #Brexit https://t.co/xE3zizHny1,
Irish courts to be asked to intervene in #Brexit legal process - https://t.co/sSlHIAsh4P never a dull moment,
@yougov and polls show #UK voters don't want to be worse off out after #brexit https://t.co/S92vVyVWQy @London4Europe,
"@Scientists4EU @TheEconomist He already is, Russian Ultras attacking English fans in Euros before brexit was no coincidence #brexit",
The latest The Charles Davis Daily! https://t.co/DGZbeimxgl Thanks to @fi1tness @petrolnews @LouiseeB #brexit #success,
"‰ÛÏLondon Calling‰Ûù, the documentary on @BBC bias during the referendum campaign - https://t.co/Zc0SFaigzQ hugely important issue #brexit",
That is 1 possible motivation. The other is 2 destabilise western democracies 1st #brexit 2nd #USElection 3rd Futur‰Û_ https://t.co/wKioK9ofDP,
"#brexit is simply not producing the costs savings @voteleave promised. In fact, it is costing #UK more after #EUref‰Û_ https://t.co/361GFvSLcp",
#BREXIT Interesting question is whether we should follow the Aussies and make voting in a referendum compulsory to involve whole electorate.,
That's it. 2016 is officially the year of ridiculous vote results #xfactorfinal #XFactor #brexit #trumpadministration @saaraaalto,
#BREXIT The point of universal suffrage is that Parliamentary power is granted through the ballot box. It must follow a referendum decision.,
New #Brexit court challenge to go ahead after thousands back legal bid https://t.co/EqV9UYsCUJ,
#BREXIT When 1973 Referendum occurred it was clear that Parliament intended to be bound by the vote. Is this a constitutional precedent?,
New calls to protect EU workplace rights as Gove &amp; Whittingdale hint at cutting employment regulations post #Brexit. https://t.co/6sBisg3ni5,
"Although Saara Aalto was far superior in every way, at least the Remoaners didn't force a European winner on us. 
#xfactorfinal  #brexit",
UK firms face more not less red tape if UK exits customs union says @Open_Britain @open_britpress #Brexit #business  https://t.co/btbKrbLDf3,
Since #brexit #english #british #london #londontown #londoner #funny #tea #coffee #english‰Û_ https://t.co/0GSIdh7drM https://t.co/V61HtbFgiK,
"@Rachael_Swindon 
#Brexit eejit wants to be US embarrassment dor.",
Opposing #Brexit is the most important decision our generation can make. Let's support freedom and tolerance and call for a new #referendum,
Regulations for the Single European railway platform on the continent will torpedo HS2 access. #brexit https://t.co/E0Lil8xsvO,
Have you read @IanDunt's book on #Brexit? Very technical. If you have not please do immediately as I think you will find u r wrong.,
Why does @UKLabour not have the cojones to admit that #Brexit is going to be a huge disaster and it should be halted?https://t.co/MvF4umwRBk,
We already know he influenced #Brexit https://t.co/hh5EYD7XMH,
Maybe because @UKLabour has become a laughing stock-supporting #Brexit - Public Squabbling? @MissLauraMarcus @rowena_kay @davidjclayton,
Another #Brexit court case. Surely this is opening further division? We need to let the Government trigger Article 50 and negotiate.,
Why are Leavers regretting #Brexit? https://t.co/MVpABAb4MX,
’Ê_’__’Ê_’__’Ê_’__’Ê_’__’Ê_’__’Ê_’__ Most people don't care we just want someone to fix this #Brexit mess. #Moreunited @JuliaJay8 @rowena_kay @helensclegel,
This hell is going to go on forever #brexit @BBCWestminHour #westminsterhour,
"It's not too early to start planning for the end of the EU  
https://t.co/GX1Iyca7tQ #Brexit",
#brexit in UK and Trump in the USA.  https://t.co/Uo2Ku1g6Ye,
Why on earth would I want to canvass votes for a party that aligns itself with #UKIP to #Brexit &amp; destroy the #UK @rowena_kay @helensclegel,
Italy's 3rd largest bank battling to secure an emergency cash injection https://t.co/q0sixgFpKo #Brexit,
"#Brexit The quagmire of bullshit that just keeps on giving 
https://t.co/HDtTjCIPuG",
Our MD was part of a special discussion on @ndtv this weekend discussing the impact of #Brexit on India-UK economic‰Û_ https://t.co/P65pupDFuP,
"@MonteithRichie @SkyNews @BorisJohnson It always ends up they absolutely love him, etc. Dan Hodges compares No. 10 to Nixon Gov.  #Brexit",
@MMFlint   Obama interfered on #Brexit so whats your point?,
What's with the @KFC #Brexit commercial? Have I missed a memo?,
"@Callumundo they so need to overturn #Brexit, watched a documentary on BBC FOUR about the judges the other day, it was very insightful",
The public sector should do the same. OJEU procurement regs can burn. #Brexit https://t.co/zjJjWvuj2O,
Also applies to #UK @UKEconomyTV  post #Brexit High inflation to be welcomed by many!! @bankofengland @TheEconomist‰Û_ https://t.co/ziMyceVKYh,
https://t.co/WFGKuYTYCN  The Saudis defend @BorisJohnson to say they are not offended.  #borisjohnson #Brexit‰Û_ https://t.co/DuG4Aam0hC,
@Samara_Jordan Of course there is I voted for #Brexit so I'm definitely a racist.,
"So far this year, if I'd placed a bet, I'd have lost money on #Brexit #PresidentTrump #XFactor.. I honestly know nothing at all.",
Right now I DON'T CARE ! When #Brexit gives govt #AbsolutePower none of this'll matter @wlate17 @davidjclayton @solange_lebourg @rowena_kay,
"Well done Matt Terry. A victory for ordinary people, a victory for good people,  a victory for decent people. #brexit #xfactor",
Another win for the leave campaign.... #XFactor #Brexit #BrexitFactor,
Well for the future of my children I hope #brexit doesn't mean brexit! #brexitshambles No plan! #StrongerTogether‰Û_ https://t.co/h7rP6UUWdH,
UK Column 18th August 2016  https://t.co/VCvHlrO4JJ #hillary #clinton #brexit #syria #yemen #named #person,
"2016-the year of no common sense. 1st #Brexit &amp; #trump, #theapprentice fired their best candidate ever and now this! https://t.co/hsLcQEYmr1",
FFS!! #XFactor has gone and done a #Brexit. @saaraaalto one hundred percent deserved to win. #XFactorFinal  #XFactorUK2016,
Not suprised Matt won. I'm very disappointed but We know the british public don't like Foreigners #Brexit #xfactorfinal,
leave vote won again lol #xfactorfinal #brexit #xfactor,
leave vote won again lol #xfactor #brexit,
"So along with the #GeneralElection, #Brexit and the #USElection my timeline got it wrong again.",
The #Brexit vote wins again. Meh. Love you @saaraaalto! #xfactorfinal #xfactor https://t.co/fiLeKnAibW,
Well a company that voted #brexit wasn't about to give the EU a second chance now was it ’Ê_’üâ’Ê_’üâ #XFactor,
Well done #Matt #Brexit #Exfactor both great finalists,
Britain wins! #XFactor #Brexit #BloodyForeigners,
"Matt Terry winning #XFactor is a victory for #Brexit Britain in 2016
#xfactorfinal",
"@WendyPuerto @nannyloulou @Charlie628 @KTHopkins @LBC no, I didn't vote for a punch in the face as long as everyone else got 1 #brexit",
Well at least Europeans aren't coming over here and winning your talent competitions #XFactor #brexit,
@nickreeves9876 even if Putin was involved in manipulating #brexit vote it probably only made 3 or 4% difference ..OH,
The impact of #Brexit on #Fintech in the #UK - https://t.co/GKqMjPNFlW #tech #insurtech #payments #bitcoin #blockchain #startups #startup,
"Student fees increasing again due to: Uni's å£10Bn pension deficit, Chancellors pay increases, @UKUniversity #Brexit. https://t.co/vbQ4XKUNki",
'#TheresaMay has centralised decisions on #Brexit but is struggling to take some of them' - #theeconomist,
The latest Global Net News! https://t.co/X9n3NW4JoW #brexit #ajctc,
@notsofastcrypto #brexit all hedge funds in city went long on stay similar thing here @AceOfWallStreet,
My daughter lost her first tooth today. She's about to find out just how much #Brexit has devalued British milk teeth.,
@notsofastcrypto reason why #bitcoin is inherent volatility of this asset it would recover quick@AceOfWallStreet think about it as #brexit,
Matthew Parris vs Matt Ridley on #Brexit bitterness https://t.co/PjulCwBCdN,
@Scottie1797 I was 100% behind @jeremycorbyn Before #Brexit @RomaTearne,
@PaulStokes_ 2016 has been a year of not getting what the people actually voted for smh hahaha #XFactor #USElection2016 #Brexit #CorbynOut,
"Yes, yes, x100 yes @chakrabortty! #brexit #dystopia https://t.co/hv7dtgOhbZ",
First lot of target seats identified for the 2020 General Election #Brexit #UKIP https://t.co/CZVwJ5k4Mx,
@GermaineMick @Charlie628 @KTHopkins @LBC yes they wanted to punch themselves in the face as long as everyone got one 2. #brexit,
"Matt 52%
Saara 48%
Would be the perfect figures #Brexit #XFactor",
@RomaTearne ... And #Farage has had the last laugh on us all. Don't  let him get away with it. #Labour #UKIP #Brexit #Moreunited,
I swear i'm gonna laugh my head off in the girl from Finland wins after all the fuss over #Brexit someone from EU wins.#Irony,
I will be amazed if 2016 Britain votes for a Finnish lesbian. #Brexit #XFactor #ApocalypseNow,
"Year of #brexit #trump and a wall being built on the Mexican border, are we about to see Simon pull one out the bag #xfactorfinal  ’Ê_’üâ’Ê_’üâ’Ê_’üâ",
"In the wake of #Brexit, many Polish families have experienced racial abuse &amp; prejudices. This Xmas ad tells the... https://t.co/RDytySd7oq",
@tweetfeelsgood let's see how #brexit affects the scores in 2017,
"Could @JolyonMaugham be the man to unblock a pathway to revoking A50, and hence save us from #brexit? I hope so! https://t.co/wpPau0G2qw",
Why does #XFactor feel like a #Referendum #brexit vote ’Ê_’üâ’Ê_’üâ’Ê_’üâ #xfactorfinal,
@davidjclayton Only the #EU #HRAct #ECHR guarantees universal rights. #Labour &amp; #UKIP are united with #Brexit @solange_lebourg @rowena_kay,
"""[N}amely that leaving the EU would save businesses from EU-related bureaucracy."" #Brexit #Article50 @ni_oconnell",
@Charlie628 @KTHopkins @LBC True but if govt didn't get in its knees and beg Nissan to stay that's a few jobs there #brexit will be more eg,
"""This contradicts the arguments of pro-Brexit campaigners made before the June referendum ..."" #Brexit #Article50 @ni_oconnell",
"Verbatim from article: ""UK businesses will have to deal with 60m more pieces of paperwork each year if ... it departs the EU."" #Brexit",
Behold the lunacy of #Article50 #Brexit: https://t.co/BXSlsqOX9O,
"So @JolyonMaugham is already receiving threats of violence from the usual #Brexit supporting thugs, this kind of mo‰Û_ https://t.co/EXIbi1D8or",
@jdwtweet Inadvertently had lunch in Weatherspoon pub after vowing to boycott them over #brexit stance. Will feel bad for a long time.,
"78% voted that @labour do NOT have a clear position on #Brexit. 22% voted that they do, indeed, hold a clear line on the matter.",
&gt; @SkyNews @BorisJohnson Saudis happy with #borisjohnson remarks! Dan Hodges compares @theresa-may gov to Nixon par‰Û_ https://t.co/nnsClSWvp3,
"å£70,000 raised in crowdfunding for new case against #Brexit https://t.co/V4VWlpyshy",
"Age 13-30? Whether you voted leave or remain, @weareundivided want to know your demands in #Brexit negotiations:‰Û_ https://t.co/z0R7Rq5upX",
How has the developing possession of oil developed the East-West divide? https://t.co/9BVGO1l7JH #China #Brexit‰Û_ https://t.co/9Tp9DN2ycu,
"@jabdc5 A non binding referendum is not an election. In the case of #Brexit there was no plan, no majority for a plan. MP scrutiny vital.",
"Well the trouble is that 50% of voters are below average intelligence, that's how averages work #brexit https://t.co/CKICACbfBN",
"@benevolentfool Okay, yea #Brexit. I'm a minority, lots of Labour figures talking UKIP and worse politics? No WAY I'll vote Labour again.",
"@beichenberger2 @jelle_simons 
Once you know you've made a mistake, it's nonsense to exacerbate the problem. #Brexit",
"Lets do it cos she's talented!
Lets do it cos she's unique and different!
Lets do it and stick it to #Brexit ’Ê_’üã‰Û_ https://t.co/SfLrvTn0To",
@PLBournonville &amp; it's working like dream 4 Putin. Unlike US elex don't believe had hand in #brexit but certainly helps his sowing division,
But I don't understand why many #London MPs support #Brexit when so many Londoners want to #Remain ?@solange_lebourg @jeanichol #Moreunited,
"@leftyluvvy I'm not I'm just wondering if brexiteers when they see economy on its knees, will admit fault #Brexit",
"People don't want to be worse off financially through #brexit. When they realise they will be, #brexit will unravel. Link in next tweet.",
"Final #Brexit deal needs MPs' backing, says senior Tory Dominic Grieve https://t.co/3MRcIrOxeq",
A plan for Britain - brainy ideas from @FT readers: https://t.co/7I0higE91t #Brexit,
#Brexit logic... https://t.co/KApjQ7YzRH,
Are u fucking joking WHERE THE HELL ARE 5 AFTER MIDNIGHT? people voted for #Brexit and are voting for Sara who is from Finland #xfactorfinal,
@KeLs_P the #Brexit of #Strictly ’Ê_’ü±,
"@Essexdb #Brexit means more paperwork and bureausracy, and an army of bureaucrats.",
"Tomorrow - #Fintech, #Regtech &amp; #Brexit : An Exploration Of Our Near Financial Future - #Imperial #College event https://t.co/avjDCkkD5Y",
January 20th June 23rd &amp; March 31st should be National holidays #Brexit #WelcomeTrump #ThePeopleHaveSpoken,
The latest The Matthew Chattle Daily! https://t.co/8QrExT1H9D Thanks to @eureferendum @MPSBarnet @kevverage #brexit #rogueone,
@Trey14447267 @eric_sitton so if our global exports to EU which are 44% of all exports drop significantly we will be ok right? #brexit,
It seems @JolyonMaugham has become a lighting rod for the Twitter #Brexit mob. Dunning-Kruger effect writ large -them not him.,
"@leftyluvvy Remind me what did we fight WW2 for, ah yes to end fascism. #brexit",
'The Economist' predict that 'leave' voters will feel betrayed #brexit #brexitshambles https://t.co/udts0AxW4v,
"@Trey14447267 @eric_sitton self sufficiency isn't option u need money coming into your economy to grow. UK has current acc deficit, #brexit",
Congratulations to @JolyonMaugham who has dared to find a way to seek certainty on crucial q of consequences of‰Û_ https://t.co/oNqYNyyQAn,
Peter Bone and Joyon Maugham. Unlikely to be getting a room any time soon.  @LBC https://t.co/xjnRYiRezb  #Brexit,
"What will happen after Brexit, economy down, voters learn lesson or failure to take blame, moving voters further to the right #brexit",
@UKIPNFKN @IPPR Indeed they are presently unaware patting themselves on the back. In 2/3 yrs no one will admit they voted leave #brexit,
"RARE FOOTAGE:George Soros on 60 Minutes
This what will happen if we Hard #Brexit &amp; Off-shore funds stop https://t.co/GU42jDwQix via @YouTube",
"Funny how we call EU poor countries, it was UK govt that pushed to include them in Union. To prevent them turning to Russia #dumb #brexit",
Seems to me they are purposely mucking it up. They have no real powers and the money men don't intend for us to lea‰Û_ https://t.co/lOrp7q9KeB,
@Rachel5742 @DipBrig11 but you're against #Brexit? How interesting...,
Anti-establishment yet kicking at the door to be let in @Nigel_Farage #brexit,
Strange that you think that #Brexit means leaving #NATO. https://t.co/InadgDk8j5,
EU wants control of YOUR pension: Brussels' secret plan REVEALED https://t.co/m8XC9rgRsi #EU #brexit #referendum #voteleave,
.@mcgarrybowenuk wishes you a cracking #Christmas with #Brexit-inspired crackers  https://t.co/hYB1iBtDZL  &lt;sub&gt;,
John Oliver - Trump on #Brexit https://t.co/dxxZkHYkAe,
Holarios and so true John Oliver - #Brexit #Aftermath https://t.co/xTST5CBlof,
So much for #Brexit catastrophe. https://t.co/rIbit9uSGR,
The latest The Rosanwo Daily! https://t.co/bYtEEnMid9 Thanks to @chairmanNHRC @MrAshaye @Kingwole #theworldin #brexit,
