"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
4,2013-06-11,"96","75","86"," 4","70","74","0","21","0529","1932"," ","0.0","0.00","29.31","29.97"," 3.1","19","5.4"
5,2013-06-11,"M","M","M","M","M","M","M","M","0408","1920"," ","M","M","M","M","M","M","M"
6,2013-06-11,"95","71","83"," 2","70","73","0","18","0529","1932","BR","0.0","  T","29.47","29.97"," 6.5","18","6.9"
7,2013-06-11,"91","73","82","M","62","69","0","17","-","-"," ","0.0","0.00","28.54","29.87","16.4","19","16.9"
8,2013-06-11,"92","75","84","M","M","M","0","19","-","-","RA BR VCTS","0.0","0.00","29.64","M","M","M","4.2"
9,2013-06-11,"77","55","66","M","61","M","0"," 1","-","-","RA BR HZ","M","  T","29.10","29.85"," 0.8","05","1.8"
10,2013-06-11,"92","75","84","M","71","75","0","19","0525","1928"," ","M","0.00","30.03","30.04"," 6.3","22","7.4"
11,2013-06-11,"91","73","82"," 4","72","75","0","17","0524","1929"," ","0.0","0.00","30.01","30.04"," 3.8","24","4.8"
12,2013-06-11,"92","76","84","M","71","75","0","19","-","-"," ","0.0","  T","30.01","30.05"," 2.8","23","4.5"
13,2013-06-11,"97","62","80","M","21","52","0","15","-","-"," ","M","0.00","24.16","29.68"," 9.8","23","11.5"
14,2013-06-11,"91","68","80"," 4","65","70","0","15","0515","1945"," ","0.0","0.00","28.54","29.88","13.6","19","14.0"
15,2013-06-11,"61","54","58","-6","54","55","7"," 0","0406","1925","RA BR","0.0","1.12","29.40","29.73"," 3.4","06","4.0"
16,2013-06-11,"63","54","59","M","55","56","6"," 0","-","-","RA BR","M","1.15","29.63","29.69"," 4.6","02","6.3"
17,2013-06-11,"96","68","82","M","68","73","0","17","-","-"," ","0.0","0.00","29.24","29.92"," 9.0","19","9.2"
18,2013-06-11,"95","77","86"," 5","69","74","0","21","0519","1935"," ","0.0","0.00","29.44","29.95","11.4","17","11.6"
19,2013-06-11,"85","59","72"," 7","60","65","0"," 7","0413","1930","RA BR","0.0","  T","29.12","29.85"," 1.1","25","4.5"
20,2013-06-11,"92","74","83","M","69","74","0","18","-","-"," ","0.0","0.00","29.26","29.95"," 6.0","17","7.4"
1,2013-06-12,"70","57","64","M","53","57","1"," 0","-","-","RA","M","  T","29.49","29.68"," 6.5","30","7.7"
2,2013-06-12,"66","55","61","-3","51","55","4"," 0","0411","1924"," ","0.0","  T","28.61","29.71","13.6","30","14.8"
3,2013-06-12,"95","77","86"," 9","69","74","0","21","0506","1941"," ","0.0","0.00","29.17","29.86","15.2","20","15.7"
4,2013-06-12,"97","75","86"," 4","71","75","0","21","0529","1933","RA","0.0","0.02","29.32","29.98"," 4.4","18","6.6"
5,2013-06-12,"M","M","M","M","M","M","M","M","0408","1920"," ","M","M","M","M","M","M","M"
6,2013-06-12,"95","72","84"," 3","71","75","0","19","0529","1932","BR","0.0","0.00","29.48","29.98"," 8.9","17","9.2"
7,2013-06-12,"92","75","84","M","65","71","0","19","-","-"," ","0.0","0.00","28.56","29.88","16.6","20","16.9"
8,2013-06-12,"93","76","85","M","74","77","0","20","-","-","RA BR VCTS","M","0.00","29.66","M"," 4.3","18","4.7"
9,2013-06-12,"76","62","69","M","M","M","0"," 4","-","-","TSRA RA BR","0.0","0.18","29.08","29.83"," 5.7","36","8.1"
10,2013-06-12,"96","74","85","M","71","75","0","20","0525","1928"," ","M","0.00","30.00","30.02"," 4.3","23","6.4"
11,2013-06-12,"96","73","85"," 7","73","76","0","20","0524","1929"," ","0.0","0.00","29.98","30.02"," 4.8","26","5.4"
12,2013-06-12,"97","75","86","M","72","76","0","21","-","-"," ","0.0","0.00","29.98","30.02"," 2.7","23","5.2"
13,2013-06-12,"91","54","73","M","28","51","0"," 8","-","-","FU","M","0.00","24.32","29.90"," 8.7","16","9.8"
14,2013-06-12,"92","74","83"," 7","68","72","0","18","0515","1945"," ","0.0","0.00","28.56","29.89","14.6","19","14.9"
15,2013-06-12,"70","53","62","-2","52","56","3"," 0","0406","1926","RA","0.0","  T","29.28","29.68"," 8.5","32","9.1"
16,2013-06-12,"69","55","62","M","54","57","3"," 0","-","-","RA","M","0.15","29.51","29.64"," 7.9","31","8.8"
17,2013-06-12,"96","75","86","M","70","75","0","21","-","-"," ","0.0","0.00","29.24","29.91"," 9.5","20","9.7"
18,2013-06-12,"95","78","87"," 6","69","75","0","22","0519","1936"," ","0.0","0.00","29.47","29.97"," 9.1","19","9.5"
19,2013-06-12,"71","57","64","-1","59","60","1"," 0","0412","1930","TSRA RA BR HZ","0.0","0.73","29.02","29.79"," 5.1","03","7.7"
20,2013-06-12,"93","75","84","M","69","74","0","19","-","-"," ","0.0","0.00","29.27","29.97"," 6.7","18","7.3"
1,2013-06-13,"70","53","62","M","52","56","3"," 0","-","-","RA BR","M","0.50","29.62","29.78"," 0.3","11","2.5"
2,2013-06-13,"62","49","56","-8","51","52","9"," 0","0411","1924","RA BR","0.0","1.32","28.69","29.76"," 3.9","06","7.2"
3,2013-06-13,"93","73","83"," 6","68","73","0","18","0506","1941"," ","0.0","0.00","29.24","29.94"," 2.7","04","5.2"
4,2013-06-13,"97","77","87"," 5","70","74","0","22","0529","1933"," ","0.0","0.00","29.30","29.97"," 3.1","19","4.5"
5,2013-06-13,"M","M","M","M","M","M","M","M","0408","1921"," ","M","M","M","M","M","M","M"
6,2013-06-13,"96","73","85"," 4","71","74","0","20","0529","1933","BR","0.0","0.00","29.46","29.97"," 5.7","19","6.3"
7,2013-06-13,"94","73","84","M","67","72","0","19","-","-"," ","0.0","0.00","28.60","29.93"," 5.6","19","6.7"
8,2013-06-13,"96","76","86","M","74","77","0","21","-","-","BR","M","0.00","29.64","M"," 2.2","19","2.6"
9,2013-06-13,"77","56","67","M","52","59","0"," 2","-","-"," ","0.0","0.03","29.31","30.04"," 4.8","01","6.3"
10,2013-06-13,"96","77","87","M","73","77","0","22","0525","1929"," ","M","0.00","29.91","29.93"," 8.6","24","9.2"
11,2013-06-13,"96","75","86"," 7","74","77","0","21","0524","1929","TS","0.0","0.00","29.90","29.93"," 7.5","24","8.1"
12,2013-06-13,"97","80","89","M","73","77","0","24","-","-","TSRA","0.0","0.09","29.90","29.93"," 6.2","25","6.8"
13,2013-06-13,"91","56","74","M","49","59","0"," 9","-","-"," ","M","0.00","24.26","29.87"," 4.0","26","8.8"
14,2013-06-13,"95","70","83"," 7","69","73","0","18","0515","1946"," ","0.0","0.00","28.59","29.93"," 4.2","19","5.9"
15,2013-06-13,"68","47","58","-6","53","55","7"," 0","0406","1926","RA BR","0.0","0.24","29.40","29.77"," 2.0","15","2.9"
16,2013-06-13,"68","51","60","M","53","55","5"," 0","-","-","RA BR","M","0.62","29.65","29.74"," 0.9","11","3.6"
17,2013-06-13,"95","73","84","M","69","74","0","19","-","-"," ","0.0","0.00","29.30","29.97"," 2.0","03","3.8"
18,2013-06-13,"99","80","90"," 8","67","74","0","25","0519","1936"," ","0.0","0.00","29.45","29.95"," 6.1","20","7.1"
19,2013-06-13,"68","55","62","-3","52","56","3"," 0","0412","1931"," ","0.0","0.00","29.23","29.96","10.8","02","11.2"
20,2013-06-13,"97","77","87","M","68","74","0","22","-","-"," ","0.0","0.00","29.26","29.95"," 1.8","18","4.3"
1,2013-06-14,"76","54","65","M","52","56","0"," 0","-","-","RA BR","M","0.63","29.56","29.73"," 2.9","02","4.1"
2,2013-06-14,"71","49","60","-4","50","54","5"," 0","0411","1925","RA BR","0.0","0.88","28.63","29.73"," 6.2","35","10.3"
3,2013-06-14,"97","71","84"," 6","71","75","0","19","0506","1942"," ","0.0","0.00","29.20","29.90"," 8.4","16","9.2"
4,2013-06-14,"93","75","84"," 2","72","75","0","19","0529","1934","HZ","0.0","0.00","29.26","29.93"," 1.4","18","2.2"
5,2013-06-14,"M","M","M","M","M","M","M","M","0408","1921"," ","M","M","M","M","M","M","M"
6,2013-06-14,"93","72","83"," 2","72","75","0","18","0529","1933"," ","0.0","0.00","29.41","29.92"," 3.2","18","3.8"
7,2013-06-14,"92","74","83","M","66","72","0","18","-","-"," ","0.0","0.00","28.57","29.90"," 9.4","19","9.6"
8,2013-06-14,"96","79","88","M","75","78","0","23","-","-","FG BR","M","0.00","29.59","M"," 3.0","18","3.1"
9,2013-06-14,"78","58","68","M","56","62","0"," 3","-","-","RA","M","  T","29.21","29.98","10.2","14","10.4"
10,2013-06-14,"91","72","82","M","73","75","0","17","0525","1929","TS TSRA BR HZ","M","1.34","29.85","29.87"," 5.2","22","10.8"
11,2013-06-14,"93","74","84"," 5","74","76","0","19","0524","1930","TS TSRA RA BR","0.0","0.50","29.82","29.87"," 3.2","26","7.1"
12,2013-06-14,"92","74","83","M","73","76","0","18","-","-","TSRA","0.0","0.46","29.82","29.87"," 6.4","25","9.0"
13,2013-06-14,"88","59","74","M","37","54","0"," 9","-","-"," ","M","0.00","24.21","29.77"," 7.6","18","12.5"
14,2013-06-14,"93","71","82"," 5","69","73","0","17","0515","1946"," ","0.0","0.00","28.57","29.91"," 7.0","18","7.3"
15,2013-06-14,"78","51","65"," 0","52","56","0"," 0","0406","1927","RA BR","0.0","0.10","29.34","29.72"," 1.9","32","3.3"
16,2013-06-14,"73","52","63","M","52","56","2"," 0","-","-","RA BR","M","0.86","29.57","29.69"," 4.3","36","5.4"
17,2013-06-14,"97","71","84","M","72","76","0","19","-","-"," ","0.0","0.00","29.26","29.94"," 4.4","18","5.0"
18,2013-06-14,"98","79","89"," 7","68","74","0","24","0519","1936"," ","0.0","0.00","29.41","29.92"," 2.9","18","4.1"
19,2013-06-14,"67","53","60","-7","50","54","5"," 0","0412","1931"," ","0.0","0.00","29.34","30.08"," 6.1","04","7.5"
20,2013-06-14,"96","75","86","M","67","73","0","21","-","-"," ","0.0","0.00","29.22","29.91"," 1.1","15","3.1"
1,2013-06-15,"79","57","68","M","45","56","0"," 3","-","-"," ","M","0.00","29.72","29.89"," 4.4","28","5.7"
2,2013-06-15,"74","56","65"," 0","43","53","0"," 0","0411","1925"," ","0.0","0.00","28.82","29.92"," 9.4","30","10.4"
3,2013-06-15,"89","72","81"," 3","71","73","0","16","0506","1942","RA BR","0.0","0.03","29.23","29.93"," 8.3","16","10.2"
4,2013-06-15,"92","78","85"," 3","72","75","0","20","0529","1934"," ","0.0","0.00","29.26","29.92"," 1.2","21","3.0"
5,2013-06-15,"M","M","M","M","M","M","M","M","0408","1922"," ","M","M","M","M","M","M","M"
6,2013-06-15,"91","77","84"," 3","72","76","0","19","0529","1933"," ","0.0","0.00","29.41","29.91"," 3.3","20","5.3"
7,2013-06-15,"84","75","80","M","69","72","0","15","-","-","TSRA RA HZ VCTS","0.0","0.20","28.58","29.92"," 7.9","17","9.0"
8,2013-06-15,"97","79","88","M","74","78","0","23","-","-"," ","M","0.00","29.58","M"," 4.4","16","4.3"
9,2013-06-15,"76","60","68","M","63","65","0"," 3","-","-","RA BR","M","  T","29.11","29.87"," 1.3","16","3.1"
10,2013-06-15,"87","76","82","M","67","71","0","17","0525","1929"," ","M","0.00","30.00","30.04","11.5","10","11.7"
11,2013-06-15,"86","72","79"," 0","67","71","0","14","0524","1930"," ","0.0","0.00","30.00","30.05"," 8.5","10","9.2"
12,2013-06-15,"86","77","82","M","67","72","0","17","-","-"," ","0.0","0.00","29.99","30.06"," 8.5","11","8.8"
13,2013-06-15,"82","56","69","M","45","55","0"," 4","-","-"," ","M","0.00","24.29","29.91"," 1.8","33","7.7"
14,2013-06-15,"84","74","79"," 2","72","73","0","14","0515","1947","TSRA RA BR","0.0","0.14","28.58","29.92"," 6.3","16","7.0"
15,2013-06-15,"78","47","63","-2","45","54","2"," 0","0406","1927"," ","0.0","0.00","29.49","29.89"," 4.9","30","5.5"
16,2013-06-15,"77","54","66","M","47","56","0"," 1","-","-"," ","M","0.00","29.73","29.86"," 6.2","30","7.0"
17,2013-06-15,"89","73","81","M","72","74","0","16","-","-","RA VCTS","0.0","0.05","29.29","29.97"," 4.9","17","6.2"
18,2013-06-15,"92","74","83"," 1","70","74","0","18","0519","1937","TSRA","0.0","0.32","29.41","29.92"," 4.1","13","6.3"
19,2013-06-15,"73","54","64","-3","59","61","1"," 0","0412","1932","TS RA BR HZ","0.0","1.33","29.18","29.95"," 4.3","18","7.3"
20,2013-06-15,"90","73","82","M","70","74","0","17","-","-","VCTS","0.0","0.20","29.23","29.92"," 3.8","15","5.6"
1,2013-06-16,"79","56","68","M","52","59","0"," 3","-","-","RA","M","  T","29.70","29.84"," 6.2","22","6.7"
2,2013-06-16,"73","52","63","-2","51","57","2"," 0","0411","1926"," ","0.0","0.00","28.80","29.86"," 9.5","24","10.6"
3,2013-06-16,"92","70","81"," 3","69","72","0","16","0506","1942","TS RA BR","0.0","  T","29.21","29.91"," 7.3","17","8.2"
4,2013-06-16,"98","76","87"," 5","69","74","0","22","0529","1934"," ","0.0","0.00","29.27","29.93"," 4.1","19","6.2"
5,2013-06-16,"M","M","M","M","M","M","M","M","0408","1922"," ","M","M","M","M","M","M","M"
6,2013-06-16,"97","75","86"," 5","70","75","0","21","0529","1934"," ","0.0","0.00","29.43","29.92"," 8.7","19","8.9"
7,2013-06-16,"91","72","82","M","69","72","0","17","-","-","TS BR HZ","0.0","  T","28.56","29.90"," 5.5","18","7.5"
8,2013-06-16,"99","75","87","M","74","78","0","22","-","-","BR","M","0.00","29.60","M"," 6.0","18","6.3"
9,2013-06-16,"85","56","71","M","54","M","0"," 6","-","-","RA BR","M","0.02","29.13","29.88"," 5.4","29","6.1"
10,2013-06-16,"87","75","81","M","69","73","0","16","0525","1930"," ","M","0.00","30.07","30.09"," 8.5","11","9.2"
11,2013-06-16,"87","68","78","-1","69","72","0","13","0524","1930"," ","0.0","0.00","30.06","30.10"," 6.5","12","6.8"
12,2013-06-16,"87","71","79","M","69","73","0","14","-","-"," ","0.0","0.00","30.06","30.10"," 5.8","12","6.1"
13,2013-06-16,"84","58","71","M","39","53","0"," 6","-","-","TS TSRA","M","  T","24.32","29.96"," 4.4","23","9.2"
14,2013-06-16,"93","70","82"," 5","70","73","0","17","0515","1947"," ","0.0","  T","28.55","29.90"," 4.3","18","7.6"
15,2013-06-16,"78","47","63","-2","54","57","2"," 0","0406","1927","RA","0.0","  T","29.47","29.83"," 2.3","20","2.8"
16,2013-06-16,"75","51","63","M","53","59","2"," 0","-","-","RA","M","  T","29.72","29.81"," 5.4","23","6.3"
17,2013-06-16,"93","69","81","M","70","72","0","16","-","-","TSRA RA BR","0.0","2.28","29.27","29.95"," 3.0","17","4.8"
18,2013-06-16,"96","77","87"," 5","69","75","0","22","0519","1937"," ","0.0","0.00","29.41","29.92"," 7.2","17","8.4"
19,2013-06-16,"85","68","77","10","56","64","0","12","0412","1932"," ","0.0","0.00","29.13","29.87"," 7.6","29","8.0"
20,2013-06-16,"95","74","85","M","69","74","0","20","-","-"," ","0.0","0.00","29.22","29.92"," 4.4","15","5.5"
1,2013-06-17,"86","60","73","M","58","63","0"," 8","-","-","TSRA","M","0.08","29.67","29.85"," 6.1","24","7.5"
2,2013-06-17,"81","58","70"," 5","58","61","0"," 5","0411","1926","TSRA RA BR","0.0","0.14","28.79","29.87"," 9.4","25","10.2"
3,2013-06-17,"81","67","74","-4","66","68","0"," 9","0506","1943","TSRA BR","0.0","0.70","29.21","29.91"," 3.3","36","6.9"
4,2013-06-17,"99","77","88"," 5","69","75","0","23","0529","1935"," ","0.0","0.00","29.23","29.90"," 2.9","19","5.3"
5,2013-06-17,"M","M","M","M","M","M","M","M","0408","1923"," ","M","M","M","M","M","M","M"
6,2013-06-17,"98","77","88"," 7","70","75","0","23","0529","1934"," ","0.0","0.00","29.39","29.89"," 9.6","19","10.1"
7,2013-06-17,"83","64","74","M","64","67","0"," 9","-","-","TSRA RA BR VCTS","0.0","1.06","28.58","29.93"," 2.8","01","8.1"
8,2013-06-17,"100","77","89","M","74","78","0","24","-","-","BR","M","0.00","29.58","M"," 6.3","18","6.7"
9,2013-06-17,"81","59","70","M","56","62","0"," 5","-","-"," ","M","0.00","29.18","29.92"," 4.2","35","7.1"
10,2013-06-17,"92","78","85","M","73","76","0","20","0525","1930"," ","M","0.00","30.01","30.02"," 6.6","15","8.1"
11,2013-06-17,"92","75","84"," 5","74","76","0","19","0524","1931"," ","0.0","0.00","29.99","30.03"," 4.7","15","5.7"
12,2013-06-17,"90","77","84","M","73","76","0","19","-","-","RA","0.0","0.53","29.99","30.03"," 3.7","16","4.7"
13,2013-06-17,"79","50","65","M","39","52","0"," 0","-","-"," ","M","0.00","24.34","30.00"," 3.1","20","6.5"
14,2013-06-17,"84","65","75","-2","65","68","0","10","0515","1947","TSRA BR SQ","0.0","1.06","28.58","29.93"," 4.9","35","10.4"
15,2013-06-17,"85","55","70"," 5","58","62","0"," 5","0406","1928","RA BR VCTS","0.0","0.15","29.44","29.83"," 3.9","25","5.3"
16,2013-06-17,"84","57","71","M","59","62","0"," 6","-","-","RA BR","M","0.17","29.70","29.81"," 4.5","25","5.8"
17,2013-06-17,"82","66","74","M","67","69","0"," 9","-","-","RA BR VCTS","0.0","0.64","29.28","29.95"," 2.3","01","3.5"
18,2013-06-17,"94","70","82","-1","71","75","0","17","0519","1937","TSRA BR SQ","0.0","0.47","29.39","29.90"," 1.0","14","8.1"
19,2013-06-17,"85","55","70"," 3","56","60","0"," 5","0412","1932","RA","0.0","0.12","29.17","29.90"," 5.5","01","8.4"
20,2013-06-17,"93","69","81","M","71","74","0","16","-","-","RA BR","0.0","0.25","29.20","29.89"," 1.3","11","7.1"
1,2013-06-18,"74","58","66","M","57","60","0"," 1","-","-","RA BR","M","0.28","29.78","29.94"," 1.7","05","3.5"
2,2013-06-18,"73","54","64","-1","58","59","1"," 0","0411","1926","RA BR","0.0","0.99","28.84","29.93"," 2.7","03","7.3"
3,2013-06-18,"89","65","77","-2","65","69","0","12","0506","1943"," ","0.0","0.00","29.24","29.95"," 2.7","11","5.6"
4,2013-06-18,"95","70","83"," 0","69","73","0","18","0529","1935","RA","0.0","0.36","29.26","29.92"," 0.9","15","3.4"
5,2013-06-18,"M","M","M","M","M","M","M","M","0408","1923"," ","M","M","M","M","M","M","M"
6,2013-06-18,"95","72","84"," 2","69","74","0","19","0529","1934","RA","0.0","0.06","29.41","29.91"," 2.4","18","5.9"
7,2013-06-18,"86","65","76","M","63","68","0","11","-","-","BR HZ","0.0","0.00","28.63","29.96"," 3.3","10","5.3"
8,2013-06-18,"97","79","88","M","74","78","0","23","-","-","HZ","M","0.00","29.58","M"," 4.0","21","5.3"
9,2013-06-18,"76","56","66","M","54","59","0"," 1","-","-"," ","M","0.00","29.30","30.04"," 3.6","08","5.1"
10,2013-06-18,"94","73","84","M","70","74","0","19","0525","1930"," ","M","0.00","29.96","29.98","10.5","24","10.7"
11,2013-06-18,"93","70","82"," 3","70","74","0","17","0525","1931"," ","0.0","0.00","29.95","29.98"," 7.5","24","8.0"
12,2013-06-18,"95","75","85","M","69","74","0","20","-","-"," ","0.0","0.00","29.95","29.99"," 8.9","24","9.1"
13,2013-06-18,"86","53","70","M","45","55","0"," 5","-","-","TS","M","0.00","24.26","29.90"," 5.8","17","10.2"
14,2013-06-18,"87","69","78"," 0","65","69","0","13","0515","1948"," ","0.0","0.00","28.62","29.96"," 3.7","09","6.3"
15,2013-06-18,"64","52","58","-8","55","57","7"," 0","0406","1928","FG+ BR","0.0","0.05","29.56","29.94"," 1.5","34","1.8"
16,2013-06-18,"71","57","64","M","57","59","1"," 0","-","-","RA","M","0.07","29.80","29.91"," 2.0","01","4.0"
17,2013-06-18,"89","65","77","M","66","70","0","12","-","-"," ","0.0","0.01","29.31","29.99"," 1.4","08","3.4"
18,2013-06-18,"87","72","80","-3","68","72","0","15","0519","1938","TSRA","0.0","0.17","29.42","29.93"," 2.8","06","5.9"
19,2013-06-18,"64","53","59","-8","49","53","6"," 0","0412","1933"," ","0.0","0.00","29.33","30.06","11.7","02","11.9"
20,2013-06-18,"85","71","78","M","69","71","0","13","-","-","RA VCTS","0.0","0.78","29.23","29.93"," 3.1","03","6.3"
1,2013-06-19,"76","55","66","M","50","57","0"," 1","-","-","BR","M","  T","29.85","30.03"," 1.9","36","4.2"
2,2013-06-19,"71","53","62","-3","46","53","3"," 0","0411","1927"," ","0.0","0.01","28.92","30.04"," 5.7","35","7.1"
3,2013-06-19,"87","66","77","-2","65","70","0","12","0506","1943"," ","0.0","0.00","29.24","29.95"," 8.4","15","8.8"
4,2013-06-19,"98","76","87"," 4","69","74","0","22","0529","1935"," ","0.0","0.00","29.26","29.91"," 4.5","17","6.5"
5,2013-06-19,"M","M","M","M","M","M","M","M","0408","1923"," ","M","M","M","M","M","M","M"
6,2013-06-19,"97","73","85"," 3","69","75","0","20","0529","1935"," ","0.0","0.00","29.41","29.91"," 7.1","18","7.9"
7,2013-06-19,"83","70","77","M","66","70","0","12","-","-"," ","0.0","0.00","28.58","29.93","11.8","15","12.2"
8,2013-06-19,"99","78","89","M","74","78","0","24","-","-","RA BR HZ","M","0.00","29.59","M"," 5.9","18","6.5"
9,2013-06-19,"84","59","72","M","58","64","0"," 7","-","-"," ","M","0.00","29.24","30.00"," 7.6","14","7.7"
10,2013-06-19,"92","76","84","M","70","74","0","19","0525","1931","TSRA","M","  T","29.96","29.99"," 4.1","22","8.5"
11,2013-06-19,"94","73","84"," 4","71","74","0","19","0525","1931","TS","0.0","0.05","29.95","29.99"," 4.9","25","8.1"
12,2013-06-19,"93","76","85","M","71","75","0","20","-","-","TS VCTS","0.0","0.15","29.95","29.99"," 3.3","20","6.9"
13,2013-06-19,"92","54","73","M","37","54","0"," 8","-","-","HZ FU","M","0.00","24.08","29.66","12.5","17","13.8"
14,2013-06-19,"83","66","75","-3","68","71","0","10","0515","1948"," ","0.0","0.00","28.58","29.93"," 9.3","15","9.7"
15,2013-06-19,"75","47","61","-5","47","54","4"," 0","0406","1928","FG+","0.0","0.00","29.62","30.03"," 3.1","31","3.8"
16,2013-06-19,"72","51","62","M","50","55","3"," 0","-","-","RA","M","0.26","29.87","29.99"," 1.4","08","5.3"
17,2013-06-19,"88","64","76","M","66","70","0","11","-","-"," ","0.0","0.00","29.31","29.99"," 6.2","17","6.2"
18,2013-06-19,"96","74","85"," 2","70","74","0","20","0519","1938"," ","0.0","0.00","29.42","29.93"," 8.2","13","8.7"
19,2013-06-19,"70","49","60","-7","44","53","5"," 0","0413","1933"," ","0.0","0.00","29.39","30.13"," 4.8","13","5.4"
20,2013-06-19,"93","70","82","M","70","74","0","17","-","-","FG+ BR","0.0","0.00","29.23","29.92"," 5.6","13","6.4"
1,2013-06-20,"79","51","65","M","50","57","0"," 0","-","-"," ","M","0.00","30.06","30.24"," 1.9","22","3.5"
2,2013-06-20,"75","52","64","-2","47","55","1"," 0","0411","1927"," ","0.0","0.00","29.14","30.24"," 4.3","24","6.9"
3,2013-06-20,"94","73","84"," 5","70","74","0","19","0506","1944"," ","0.0","0.00","29.23","29.94","13.8","16","14.0"
4,2013-06-20,"98","76","87"," 4","68","74","0","22","0530","1935"," ","0.0","0.00","29.31","29.97"," 4.3","17","6.8"
5,2013-06-20,"M","M","M","M","M","M","M","M","0408","1924"," ","M","M","M","M","M","M","M"
6,2013-06-20,"98","73","86"," 4","69","74","0","21","0530","1935"," ","0.0","0.00","29.47","29.96","10.4","17","10.9"
7,2013-06-20,"91","74","83","M","68","72","0","18","-","-","HZ","0.0","0.00","28.56","29.90","19.0","17","19.3"
8,2013-06-20,"99","77","88","M","74","78","0","23","-","-","BR","M","0.00","29.65","M"," 7.2","17","7.5"
9,2013-06-20,"89","67","78","M","63","68","0","13","-","-"," ","M","0.00","29.18","29.94"," 7.9","15","8.5"
10,2013-06-20,"89","70","80","M","72","75","0","15","0525","1931","TS TSRA BR","M","1.69","30.03","30.06"," 3.5","05","8.3"
11,2013-06-20,"88","72","80"," 0","72","74","0","15","0525","1932","TS","0.0","0.00","30.02","30.07"," 3.2","05","5.0"
12,2013-06-20,"88","74","81","M","72","75","0","16","-","-","TS","0.0","  T","30.01","30.07"," 3.0","04","6.0"
13,2013-06-20,"90","57","74","M","28","51","0"," 9","-","-","FU","M","0.00","24.15","29.70"," 3.6","03","8.0"
14,2013-06-20,"92","73","83"," 5","70","73","0","18","0516","1948"," ","0.0","0.00","28.56","29.91","15.7","17","15.9"
15,2013-06-20,"79","43","61","-5","46","54","4"," 0","0406","1929"," ","0.0","0.00","29.83","30.22"," 1.7","23","2.4"
16,2013-06-20,"73","48","61","M","53","58","4"," 0","-","-"," ","M","0.00","30.09","30.20"," 3.4","16","4.9"
17,2013-06-20,"94","74","84","M","71","75","0","19","-","-"," ","0.0","0.00","29.29","29.98"," 9.8","17","9.9"
18,2013-06-20,"97","78","88"," 5","67","74","0","23","0520","1938"," ","0.0","0.00","29.46","29.96","11.3","18","12.1"
19,2013-06-20,"78","56","67"," 0","52","59","0"," 2","0413","1933"," ","0.0","0.00","29.38","30.12"," 7.2","15","7.8"
20,2013-06-20,"94","76","85","M","68","73","0","20","-","-"," ","0.0","0.00","29.27","29.96"," 6.7","16","7.8"
1,2013-06-21,"85","58","72","M","56","63","0"," 7","-","-"," ","M","0.00","30.08","30.23"," 3.6","23","5.7"
2,2013-06-21,"79","54","67"," 1","57","61","0"," 2","0411","1927"," ","0.0","0.00","29.16","30.25","10.1","25","10.4"
3,2013-06-21,"95","78","87"," 8","69","74","0","22","0507","1944"," ","0.0","0.00","29.24","29.94","15.0","17","15.3"
4,2013-06-21,"99","77","88"," 5","67","73","0","23","0530","1936"," ","0.0","0.00","29.34","30.00"," 5.6","18","7.7"
5,2013-06-21,"M","M","M","M","M","M","M","M","0408","1924"," ","M","M","M","M","M","M","M"
6,2013-06-21,"98","75","87"," 5","67","74","0","22","0530","1935"," ","0.0","0.00","29.49","29.99","10.4","17","10.8"
7,2013-06-21,"91","74","83","M","66","72","0","18","-","-","HZ","0.0","0.00","28.59","29.92","16.0","17","16.3"
8,2013-06-21,"100","76","88","M","73","77","0","23","-","-","BR","M","0.00","29.68","M"," 6.9","17","7.0"
9,2013-06-21,"79","64","72","M","64","67","0"," 7","-","-","TSRA RA BR SQ","M","2.60","29.14","29.89"," 1.0","01","9.5"
10,2013-06-21,"88","74","81","M","72","74","0","16","0526","1931","RA","M","0.07","30.08","30.10"," 5.5","03","7.1"
11,2013-06-21,"83","72","78","-2","72","74","0","13","0525","1932"," ","0.0","0.34","30.08","30.11"," 4.4","04","4.7"
12,2013-06-21,"87","74","81","M","72","74","0","16","-","-","RA","0.0","  T","30.06","30.11"," 3.9","04","4.4"
13,2013-06-21,"94","55","75","M","30","53","0","10","-","-","FU","M","0.00","24.14","29.70"," 2.0","27","6.2"
14,2013-06-21,"91","73","82"," 4","69","73","0","17","0516","1948"," ","0.0","0.00","28.59","29.92","12.9","17","13.5"
15,2013-06-21,"84","49","67"," 1","52","58","0"," 2","0406","1929"," ","0.0","0.00","29.84","30.22"," 1.2","31","2.5"
16,2013-06-21,"82","58","70","M","58","63","0"," 5","-","-"," ","M","0.00","30.10","30.20"," 3.4","21","5.4"
17,2013-06-21,"96","76","86","M","70","74","0","21","-","-"," ","0.0","0.00","29.31","29.99","10.5","18","10.6"
18,2013-06-21,"97","78","88"," 5","67","74","0","23","0520","1938","HZ DU","0.0","0.00","29.48","29.99","12.9","17","13.3"
19,2013-06-21,"78","65","72"," 5","63","66","0"," 7","0413","1934","TSRA RA BR","0.0","0.88","29.28","30.03"," 7.1","19","8.2"
20,2013-06-21,"95","75","85","M","68","73","0","20","-","-"," ","0.0","0.00","29.29","29.98"," 7.7","17","8.3"
