text,userId,stars,restaurant
"The wait is what you'd expect from a reasonably-priced Italian restaurant with a three star New York Times review in North Williamsburg - very, very long.<br><br>Reservations are scarce for non-verified Twitter users, single passport holders and people who aren't Pete Wells dopplegangers, so my part of two took our chances at a walk-in reservation. At 7:30 p.m. on a Wednesday, the quoted wait for two hours for the bar and no options for tables that evening. <br><br>Lilia is popular enough eschew the process that has made long waits at restaurants tolerable - calling when a reservation is ready. Instead visitors are forced to wait in a non-food serving back bar. The hostess did inform us we could leave and call back about our placement in line. We retreated to the Turkey's Nest, where one ""margarita"" meant stumbling back an hour later to Lilia, where our bar placement was ready far ahead of schedule. <br><br>Here we get to the food, which is a bit colored by the idea that I had some alcohol before arriving that was the quality of and strength of paint thinner. The first bite of the caco e pepe fritelle must have been what it felt like when the people in the back of the ""Snowpierecer"" train ate sushi after living off bar of compressed insects for years. We promptly ordered a second course. <br><br>Slightly harder to eat but still successful was the artichoke, presented like a opened lotus flower with breadcrumbs and garlic on top. I could have sucked every last bit of topping off these artichokes, but our main course arrived before that bit of desperation. <br><br>The malfadini looked amazing, a pasta version of the ribbon candies my Italian grandmother used to be serve the children on December evenings. There was butter and cheese mixed in with pink peppercorns. This unexpected bit of color and taste was ultimately a sour note, for the peppercorns overwhelmed the whole dish. Half as many would go twice as far here. <br><br>The crowds are endless, and while it may be tempted to sit out the self-perpetuating hype train around Lilia, there's the simple fact that the kitchen is serving some damn-fine food, buzz or no.",Ja9gBg4CYOne-MXqHUrcYA,5,Lilia Cafe
"Let me clear up some things at Tortilleria Nixtamal - you are not the first person to journey from Brooklyn, Manhattan or even out of state to come here; most tortilla factories aren't like this, and there are many in the City; and this isn't the only place that offers this type of food in the area. <br><br>I, like many people, had heard about the tortilleria long before arriving. This is a place with hundreds more reviews than its surrounding restaurants, with plenty of good media coverage and long list of recommendations. <br><br>With my father, best friend and his son in town, I wanted to make sure we got a meal after the Mets' inevitable loss to the Phillies (they did lose). I originally planned to go somewhere else, but decided to switch it up after hearing that the tacos here are self-assembled from large plates of meat and vegetables. I figured the 4-year-old would enjoy this activity. <br><br>I was wrong. By the time we had explored the upper and lower decks of Citi Field, it was pretty clear that what this child needed was a long nap, not tacos. Despite ordering a very plain taco of chicken and a tortilla, he would have no bites of food. <br><br>Thankfully there were watermelon margaritas for the adults, with a spicy rim center and a fair amount of tequila inside. I had two. We also two of the platters, one with chicken tinga and the other served al pastor. There was plenty of food for the four of us, honestly we could have probably stuck to just one family sized platter. <br><br>The tacos are not as heavenly as their reputation. I suspect that people from the West and Southwest might be slightly disappointed after journeying out this far, for meat more tender and more flavorful can be found on the street corners of most towns throughout the country. The presentation is solid but not mindblowing, and it seems odd that this something of a right of passage for liberal New Yorkers. <br><br>Yes, these are better-than-average tacos, the interior is brightly decorated and the tortillas are made in house. But there are other restaurants in the neighborhood, and perhaps they deserve a few visitors as well?",Ja9gBg4CYOne-MXqHUrcYA,3,Tortilleria Nixtamal
"A complete home run. <br><br>The Food Sermon team has taken the spicy, tangy and occasionally funky flavors of the Caribbean, and without dumbing them down in the slightest, created something new. Each bowl is a feast for the eyes, nose and most importantly the mouth. <br><br>This really is a kitchen, so it can take a while to get food when the demand kicks in. And with the bright and festive space and wonderful cuisine, that seems to be pretty frequently. You can, however, leave your order to be picked up later. We managed to have a pint and grab our dishes to go.<br><br>With a perfect 5 star rating, crowds of people and raves from the New York Times and elsewhere,  Rawlston Williams is clearly going places. Enjoy the food here before the expansion, franchising, Manhattan and Vegas spin-offs or all of the other big things that are clearly ahead for this man. Bravo.",Ja9gBg4CYOne-MXqHUrcYA,5,The Food Sermon Kitchen
"The Bolivian Llama Party (stylized as LLAMA Party in person, perhaps to emphasize how you should feel after eating it) was tucked into a corner of the Brooklyn Shuffleboard Club. While waiting hours for our lane to open, my party of 12 or so decided to line our stomachs with some high carb fare ahead of a night of drinking. <br><br>Let's start with the fries - the fries were damp, cold and clearly past their serve-by time. There was some nice seasoning on time, but frankly there was no saving this turd. A couple members of our party had to wait about 10 minutes and were given fresher fries, but no one should be given what we were given. <br><br>The chola was much better. A gutbomb of multiple kinds of pork, cheese, onions and chiles, I imagine it as the perfect solution to staying energized at the high Bolivian altitudes. It also is O.K. to be served at different temperatures, which is key when dealing with the random crowds and demands of the shuffleboard life. <br><br>I hope the forthcoming Kickstarter and reopening will allow for better food across the board, because this is a solid idea.",Ja9gBg4CYOne-MXqHUrcYA,3,Bolivian Llama Party
"​<br>Ramen is no longer rare downtown, but it's generally an undistinguished offering as part of a more modern take on the steam table. A couple other Japanese restaurants offer it as part of a larger menu, but the traditional ramen-ya isn't really an option once you get below Fulton.<br>Hence the excitement when I saw Kuu has moved to the same block that contains fast-food pork katsu palace Go! Go! Curry.<br><br>There are specials here as well, but their availability doesn't depend on the number that ends the calendar date. There are a limited number of bowls of spicy chicken ramen, but these were long gone when I showed up for dinner.<br><br>Instead I went with a bowl of spicy pork ramen, which had a generous portion of spicy pork into addition to the soft, flavor-filled piece of char siu. It was a great bowl, even better because I wasn't expecting something so great.<br><br>I'm a bit torn between four and five stars, as Kuu is now undoubtedly one of the best downtown dining options. That said, I don't think the craft is necessarily at the level of some of the City's great ramen houses. So call this four stars on an absolute scale, five stars on a geographic one.",Ja9gBg4CYOne-MXqHUrcYA,4,Kuu Ramen
"As my Uber crawled passed still undeveloped parts of the Greenpoint waterfront, I worried that I'd let my desire to go to the restaurant featured in that week's New York TImes restaurant review had let me to a poor decision. Choosing some place so far away from the L Train meant I had nearly 30 minutes to wait until my friend and dining companion arrived. <br><br>I spent most of it zealously guarding my extra bar stool, as those 30 minutes were the ones where Achilles Hell went from being a moderately crowded dining spot to hip bar. This is mentioned in the Times review, but I guess I didn't realize how quickly the vibe changes when you have a dozen young artists, writers or whoever lives around here standing next to you on the way to the bar. <br><br>My food came just as my friend arrived. There was a plate of spicy French sausage and a delicate arrangement of clams and vegetables in a small bowl. I would tried the rice balls as well, or perhaps jowl, but both had disappeared by the time I ordered. I find this a bit frustrating, especially at places like this one with short menus. I hope the increased focus can mean keeping items in stock into popular evenings. <br><br>The beer list is close to ideal, with a few surprises sitting inside some typical craft beer selections. It's a buck or two more than you pay at a bar around here, but the atmosphere on a winter's night, fireplace roaring in the middle of the dining room, makes up for the premium.  And perhaps by now the restaurant review followers have moved on to another establishment.",Ja9gBg4CYOne-MXqHUrcYA,4,Achilles Heel
"This may be a bit like reviewing a Picasso by just looking at the upper right corner of the canvas, but I enjoyed the small bit of Wu's menu that I sampled on a recent visit. <br><br>I came in the middle of a bike ride, parking my Citi Bike on an early spring evening for a bite before heading to Brooklyn. This meant I was solo and not the hungriest person in the world, which meant I wasn't ready to sample the many Cantonese large format dishes (I saw someone getting a nice suckling pig delivered to the table) that dominate the dinner menu.<br><br>Instead I was able to get wontons with noodles and char siu, which is pretty much available for lunch. It took a suspiciously long time for this to arrive, but there were free peanuts and tea while I waiting. I suspect a reason for the wait was whatever dishes are needed for this entree aren't generally available at this time.<br><br>When I was served, it was worth. The wontons, with their mixture of pork and big chunks of shrimp, were among the best I've had in the city. It makes you realize how terrible a facisimile people are getting in the slimy, tiny ""wontons"" of American Chinese restaurants. The noodles were properly chewy and there was a nice ring of fat on the roast pork. Overall, very impressive, and I'm sure there's more to discover here.",Ja9gBg4CYOne-MXqHUrcYA,4,Wu’s Wonton King
"This place isn't a looker. <br><br>It's empty and feels old, but the musk of the fermented kimchi is enough to set it apart from the many other Koreatown offerings on this block. <br><br>The panchan seemed a bit past their prime except the kimchi (perhaps this has something to do with the low numbers of people eating on this particular Sunday evening) but things perked up once my main course of naengmyeon, those cold Korean noodles that are find despite the weather. <br><br>The service was a bit odd, as someone came over more than a minute after dropping the noodles to cut them. She seemed a bit off that I had already started eating but frankly I thought they may have stop to cut them. It was a solid course of noodles and they were slippery and spicy in all the right ways.",Ja9gBg4CYOne-MXqHUrcYA,3,Muk Eun Ji
"I'm all for a little grave dancing.<br><br>Amancay's is gone. I never reviewed my first experience here as I thought I'd go back and have a full meal.<br><br>I came at 5 p.m. on a Saturday afternoon for a very late brunch/early dinner. It took me 20 minutes to get a beer and I still wasn't able to order after 40 minutes.<br><br>Apparently there was some problem with the staff and I eventually did get my beer comped, but it was a bit embarrassing and frustrating. At the time they provided no updates and there were not that many people there.<br><br>This, plus many other weird things that happened, I'm sure contributed to their downfall. They won't be missed.",Ja9gBg4CYOne-MXqHUrcYA,1,Amancay’s Diner - CLOSED
"Fresh &amp; Co. isn't breaking any new ground with its combination of salads, soups and paninis for the work lunch crowd. There's a new location about a block from my office, which is two clocks closer than the nearest Flavors. So it's been added pretty throughly into the lunch rotation, especially as the Bento Japanese to go place undergoes renovations.<br><br>The lines here are short and the service perky and quick, which help maximize the short lunch breaks I take. I'll stand around for long periods of time at dinner, but that's just not an option at midday.<br><br>I've been pretty much a soup guy here, as the sandwiches that look good have frighteningly high calorie counts and seem like they might induce a small coma to start the afternoon. I think the New York Clam Chowder is particularly excellent, and since it's a non-cream choice I sometimes opt for the larger size. Certainly there is less variety here compared with a Hale and Hearty, which has more than 20 soup at a time. It seems here they go through about that number over the course of the week.<br><br>One thing I'm not a fan of is the seemingly random way the soups come and go. I've gone to Fresh &amp; Co. only to find not one soup that looks appealing. Other times I'm stuck choosing between Italian Wedding, a bisque and some Tomato Cheddar. These are all highly appealing options in my world. I reached out on Twitter and received a non-response response after two days. <br><br>What I do now is go inside, and if I don't see one I like, head to Pret next door. Loyalty ain't nothing when you're running on an empty stomach.",Ja9gBg4CYOne-MXqHUrcYA,3,Fresh
"I'd been meaning to try the breathlessly hyped Babu Ji since it opened. I was scared of the long lines and trying to drag people all the way over to Avenue B. Apparently people are better than me, because the crowds had made the journey in the winter several blocks from the subway. <br><br>A recent meeting out of the office meant I could plant myself in the East Village at 5:45 p.m. I went in and made a reservation with the waiter for 45 minutes later. It seemed silly at the time, as the just-opened restaurant had just a few people inside. But the hordes, of course, were coming, attracted by the positive notices in the New York Times and the viral kulfi pictures on Instagram.<br><br>A big part about what I didn't like about the place was the layout. The tables are jammed together, some of them at perpendicular angles. Navigating requires quite a bit of finesse, and it can even be a problem for some of the waiters. I was already pressed close to the table when one waiter asked me to slide in further so he could deliver a full tray of food. <br><br>The restaurant also has a beer fridge where you can grab drinks at any point in the meal. This would be fine except that it increases the flow of people wandering around an already crowded space. Also there's no bottle opener at the fridge so actually opening the beverage requires tracking someone down anyway. The selection is wide but uninspiring. Charging $8 for some of these cans is pretty darn cheeky. <br><br>The amuse bouche is one of the best things on the menu, a sweet twist on an Indian dessert that manages to delight. Some of the other changes and modifications are a bit more subtle, and mostly in presentation. This food is miles away from a takeout Indian food in Park Slope, but the overall experience can justify the hassle involved with dining.",Ja9gBg4CYOne-MXqHUrcYA,3,Babu Ji
"""Are you closed yet?"" I asked, in my rusty Chinese to the middle aged woman washing dishes being the counter. There was a bowl of jiaozi filling on the first table, no other customers and a general air of a business done for the day.<br><br>She waved me in, looking for one last sale before closing up. I ordered $2 worth dumplings, which arrived in two stuck together stacks of long, thin meat pockets.<br><br>They clearly had been fried quite some time ago and reheated. I could tell the inside filling was a solid mix, and there was definitely the right amount of char on the bottoms. Still these were a bit greasy, a food meant to be served hot and fresh marred but the time since they came off the wok. <br><br>While dipping the third dumpling, I thought I saw something scamper just outside the range of my glasses lenses. Thinking it was an aberration, I went back to dipping. But a minute and two dumplings later I got a better look at the tiny mouse scampering along the side wall. <br><br>Now our rodent friends aren't an immediate disqualifier for me. When I lived in Hong Kong, the first time we went to a cha chaan teng, we saw a giant rat wander out into the street. We kept going back once a week, only we now referred to the place as Rat Restaurant. <br><br>As the sign says, this place serves Beijing-style dumplings. There may be a mouse. They may be re-heated. They are, however, authentic.",Ja9gBg4CYOne-MXqHUrcYA,3,Jin Mei Dumpling House
"I wandered in here while enroute Brooklyn Ball Factory. The sign outside promised ""brunch + flea market"" until 5 p.m. so I'm unsure how much of the deer heads, vintage lamps and oversized chairs around the dining room were decoration and what was on sale. Either way the antique store ascetic is a nice contrast with the brushed metal, stone benches and hanging Edison bulbs that dominate elsewhere in the neighborhood.<br><br>This place is new and the concept is clearly still evolving. Almost none of the food shown on the chalk menu in that photo from February 6 is still being served. There's a separate menu for lunch, although the person working the register offered to make anything that had in stock from the regular lunch and dinner menu. If anything the offerings have gotten a bit more traditional, with eggs, cheese and meat being the focus of the breakfast offerings. But there's room for some invention inside this traditional foods. <br><br>My grilled cheese was served between three slices of bread, with a layer of thin bacon near the top. It was served with hot sauce on the side a small handful of chips.<br><br>The crowd on this early date seemed arty but mixed. There were laptops and people there for a quick meal. There's enough food to enjoy as a lunch or dinner option, but enough seats to have a couple drinks hang out and do work. Although this is nominally the same concept as the Ball Factory next door, the completely different seating and menus should mean both survive.",Ja9gBg4CYOne-MXqHUrcYA,4,Early Edition Gallery Café
"Why eat here?<br><br>I get being seen at Tao. There's that incredible Buddha, that Eastern inflected house music that seamless flows from one song to another, those sweet yet strong cocktails. It's a place for the Gram, a place to show off to your friends in Ohio on Facebook or put in the back of a Snapchat filter.<br><br>But the primary activity here is eating and on that score, Tao falls woefully short. This is Asian food for people who think that Asia is a country. There's more sugar in these entrees than the entire kitchens of certain restaurants in Hunan province.<br><br>Let's review the some of the menu sections. We start with dim sum, a rather rigidly defined set of Cantonese small plates served in the morning. Here they just the first of two appetizer sections, including a Peking roll (from Beijing), a Chicken Gyoza (Japan) and Pork Spring Roll (Thailand). Not one of these dishes would be recognizable as dim sum, although all have certainly met the deep fryer .<br><br>Small plates include edamame, which is hard to screw up, a run of the mill salad and several items of seaweed. This are a large number of options, but ask for advice and waitress will helpfully push towards the wagyu. <br><br>For poultry, you have a condensed version of what is served at PF Changs: Crispy Orange Chicken, Kung Pao Chicken, a huge Peking Duck and something healthy called ""roasted thai Buddha chicken."" None of these are any good. <br><br>If for someone reason you find yourself here for a meal, steer towards the raw and simple. The sashimi is better than you might expect, and it's hard to go wrong with the self-cooked pieces of meat from the shabu shabu. Avoid the fried items, skip the dumplings and definitely stay away from the desserts. <br><br>The very worst part about Tao is the price. This food would still be bad if it was one-third the price, but it wouldn't be offensive. Instead I worry there might be dinners turned off from Chinese or Japanese food because they had to spend $11 on edamame, $14 on an egg roll or $30 for orange chicken. When you are spending more than $80 a person on a lunch that doesn't include alcohol or dessert, it needs to impress. <br><br>If you must, come in, snap a picture inside, and then walk over to someplace better.",Ja9gBg4CYOne-MXqHUrcYA,1,TAO
"Not only did the destruction of Penn Station remove a historic landmark from the City, it also left a huge section of Manhattan cursed with medicore fast food joints and awful options for the bridge and tunnel crowd. <br><br>While both the mayor and the governor are attempting some large-scale change, this restaurant this stepped in and started addressing the issue now. Pre-train food shouldn't be hard. People want a pint and some fried food before a long journey, especially in this age of no and/or limited food while onboard. <br><br>This being New York, I'd hope the beer could have some flavor and the food have a bit of a kick to justify the sure to be elevated prices. Haymaker succeeds on both counts. <br><br>There's a long draft list with good brews from near and far, which seem to hold plenty of surprises and limited run beers. The bartenders also know what they sell, and even can offer a bit of advice even in the middle of the Friday evening crunch. Even the chicken wings stood out, with their Thai-accented chili and garlic rub. <br><br>Quality meats, good hops and a great location. No wonder it was crowded on my visit.",Ja9gBg4CYOne-MXqHUrcYA,5,Haymaker Bar and Kitchen
"We need our orders quickly, we told our waitress. We have a movie to catch.<br><br>Some places this would elicit an eye roll or perhaps a verbal lashing. Not at El Mitote. It meant we made it through a round of frozen margaritas, room temperature chips and chunky guacamole and thick, tortas dipped in chili sauce in around 20 minutes. And while we didn't quite make to the memorial showing of ""The Man Who Fell To Earth"" on time, it wasn't the fault of the restaurant.<br><br>About those tortas. They are really were much better than you would expect in a neighborhood known for Rosa Mexicano and ""pre-opera"" meals. There was plenty of stringy cheese and brown beans mixed with protein and that spicy red salsa. If we had a few more minutes, I'm sure I would have lingered a bit more through the meal, and had a second margarita.<br><br>Thankfully they allow you to eat at your own pace here.",Ja9gBg4CYOne-MXqHUrcYA,4,El Mitote
"Entering an empty public space feels like a transgression. <br><br>Here is a beer hall, designed for mass merriment, but devoid of people. The last customer files out just a few minutes after we arrive on a Saturday evening. <br><br>I continue to be mystified by the traffic flow in Bushwick. A perfectly nice, new bar just above the Morgan L subway entrance is but the latest example. The previous night I went to Yours Sincerely, a draft cocktail place much further out than this place. It was packed. Perhaps because New York magazine hadn't written a blog post about the restaurant, the hordes didn't show up. Or perhaps things really get going later in the evening.<br><br>Whatever the case, the beer selection in here is varied enough to find something interesting, if not revolutionary. The bar snacks are greasy and heavy in an appealing way. My friend ate some fried pickles while I worked my way through a set of tatter tots. I was disappointed by the advertised shuffleboard table, which is not full size and has rather flimsy pucks. <br><br>I see on their Facebook page a commitment to innovation, including some N64 games, parties and a chicken sandwich and beer special. While the crowds aren't there now, with a bit of luck and the right promotion, I'm sure they will stop by.",Ja9gBg4CYOne-MXqHUrcYA,4,Lantern Hall
"I recently decided to start learning Russian. I've been to the country four times and was sick of enjoying the food and culture without being able to communicate. <br><br>A couple weeks before these lessons started, I went to the Russian restaurant closest to my home. Now Russian food isn't as famous as Italian or French, or any of the other major European powers. But in this globalized age, I imagine there's room for an adventerous Brooklyn eater to add a few of the dishes in rotation.<br><br>From my expierence, this wouldn't exactly be true. I have tried and tried to get my friends to come over here. It's considered, or occasionally we stop by for one of their excellent distilled vodkas, but a full meal never seemed to happen. <br><br>Thankfully I brought someone here for a full meal. I munched through an order of pelmeni and with a pirozhok while sipping on a couple of meals. These dishes, like pretty much the entire menu, are Russian favorites. And the menu is long enough to get to things like herring in a fur coat and green borscht that aren't served at many of the standard places in Brighton Beach. <br><br>So I hope to return sooner rather than later. Perhaps when I do, I can order my next meal in a bit of Russian!",Ja9gBg4CYOne-MXqHUrcYA,4,Masha and The Bear
"For many years, my office celebrated the holidays with a lunch (boo) at Beckett's (double boo). After a change in leadership, I was able to work with our operations director to push for an early dinner (yay) at Distilled. <br><br>We weren't the only holiday party at the restaurant, this was clear in the way Distilled reorganized their menu into a mixture of small plates and large plates to create a three course set menu for the whole table. The highlight of the whole affair were those Korean-accented wings, along with the cauliflower and the topped popcorn. The main courses were a bit more ordinary, the bo bo chicken was a bit of a disappointment and the porgy just adequate. <br><br>We had a whole section to ourselves, which allowed for our Secret Santa and the conversation that happened before and during the eating to not disturb other dinners. And I didn't get around to writing about this until April for reasons unclear. It really was the best Christmas celebration the office has ever had.",Ja9gBg4CYOne-MXqHUrcYA,4,Distilled
"George's is first and foremost a diner, so that means breakfast all day, fried plates and a long menu. <br><br>It's located in a primarily Hispanic neighborhood, so instead of the Greek specialities you might see elsewhere, there's a page of Mexican dishes. These are sold in platters, rather than the typical a la carte options, so there's no chance of getting away with a gut-busting amount of food.<br><br>I went with the chicken flautas, which arrived four to the order as opposed to the three pictures on the menu. They were only lightly fried and filled with nice chunks of chicken. There was none of the frankenfood I found a couple months a far less worthy (and not to be named) placed elsewhere in the area. I'm afraid the beans were a bit soft and both the yellow rice and the beans were lacking much flavor. <br><br>The dining room was half-full around noon on a Saturday, a mix between older men dining solo at the U-shaped counter and a couple larger groups of women in the dining room. For an area where many of the spaces can feel tired, George's is relatively recently remodeled, and its corner location means light shines in from three directions. <br><br>My waitress was friendly, even if her grasp of English and my grasp of Spanish are both limited. Be warned that when they scanned my card it didn't include a tip, so you have to leave something in cash.",Ja9gBg4CYOne-MXqHUrcYA,3,George’s Spanish and American Restaurant
"Our meeting ended at 11:15 a.m. in the morning. It was hardly lunch time, but I was determined not to pass up this opportunity to eat in a different part of town. <br><br>""Come on,"" I said to my two colleagues, ""I know a Jamaican truck just a couple blocks from here.""<br><br>Now when I worked on 42nd and Madison, it was a bit of a special treat to come over to Park Avenue and walk up towards Jamaican food. In the often less than hospitable Manhattan weather, it felt like a rather far trek to go there.<br><br>I wasn't sure of the exact cross street, but since we were starting on 57th Street and heading down, I thought it must be close.<br><br>My team flagged by 52nd street, were complaining by the time we reached the church and would have gone into open revolt if the Jamaican flag wasn't visible as we crossed into the 40s. Turns out this place was much closer than I remembered to Grand Central.<br><br>There's also the small fact that Jerk isn't the food truck I remembered from meals passed. I'm not sure if this is a descendant or completely unrelated truck, but it's pretty damn tasty none the less. I came back to the office with a massive amount of jerk chicken, some nice rice, and sometime later a small food coma because all the food I ate. <br><br>Thankfully it took a bit of a walk to get there.",Ja9gBg4CYOne-MXqHUrcYA,4,Jerk Pan
"Last year there were a series of false alarms, overly optimistic Facebook posts and blown timetables about when the barge would actually arrive neighborhood. <br><br>By the time it came down the Hudson to Greenpoint, the weather had almost turned and my cadre of friends had turned our attention to something else. It would be another year before we actually cast off a few feet onto the water to this sea-borne bar. <br><br>I'm sorry I waited. The view - right next to Transmitter Park - is gorgeous. I'm reminded of the too-brief reign of the beach bar in Long Island City, or the too-brief view one gets from the Gondola to Roosevelt Island. Midtown, downtown and uptown are all visible, and on this particular evening, borderline breathtaking in the warm orange glows of the setting sun. <br><br>The beer selection is better than expected, and the bartenders were able to juggle to rather large crowd with aplomb. The food has to be ordered on land - a iPad system so you can order on the barge would be better - and is totally average. But it's not as expensive as it could be and I'm glad it's on offer in case a bite or two is needed. <br><br>The seas are generally calm except for when a large cruise ship passes by. Then everything shakes for a few seconds, a reminder that you've actually left land and are drinking with the fishes.",Ja9gBg4CYOne-MXqHUrcYA,4,The Brooklyn Barge - Temp. CLOSED
"A lot of hate for this lobster roll, most of which seems at odds with my three experiences at the place. There are a series of trucks around the city, but usually there's one parked near Broad Street in FiDi. <br><br>Service is surprisingly slow for a food truck operation. On my most recent visit, the staff was clearly struggling to deal with both online, takeover and walk up orders. That means that even a small line can mean a significant wait - much more so than other food trucks in the area. <br><br>When things are slower I've found the staff to be very friendly, and definitely about to example the different filling, side and topping options available here, which are extensive for a mobile operation. <br><br>I went up to the pretzel roll and no mayo option for a recent visit, which does push the price away from the bargain towards just fair at $18. But the increased meat count and nice bun means there's no need for any of the sides, which I thought were just fine when I've had them. <br><br>I found the flavor of the lobster to be one or two clicks below what's available at Luke's - still the city's gold standard - but still quite edible. Fix the line system and I could see this being a four star place.",Ja9gBg4CYOne-MXqHUrcYA,3,Urban Lobster Shack
"It was the middle of the afternoon on Fourth of July, and I was just getting after a long morning of sleeping off the night before. I stumbled around Downtown Brooklyn, first in search of a Latin restaurant, then a diner and then a sushi place. They were all closed, either with reduced hours or a day off in honor of the holiday.<br><br>Forno Rosso takes no such breaks. They were open, with pleasing high ceilings and a slightly industrial feel. I went to the bar, had a couple of glasses of seltzer while chatting with the bartender. She was working just through the afternoon, before walking down the river to see the show. <br><br>I ordered a heaping bowl of gnocchi with pesto and sage, and then used most of the crunchy bread that came before it arrived to soak up the sauce. <br><br>""I assume you hated and want it to send it back,"" the bartender asked, refilling my seltzer and taking away the empty plate. If I thought that might been the ticket to another plate of this gnocchi, I might have actually played along.",Ja9gBg4CYOne-MXqHUrcYA,4,Forno Rosso
"The Delaney brand carries quite a bit of weight.<br><br>Its first restaurant, the incomparable Brisketown, broke the traditional deli's dominance over the New York brisket scene. <br><br>A couple of pop-up places and event-only locations later, here is an entirely new concept, this time a take on the suddenly hot chicken sandwich. Here Delaney is following rather than pioneering, coming after a year when Fuku, Shake Shack and even the arrival of Chik Fil A have generated hundreds of conversations about the best way to place a piece of fried chicken on a bun. <br><br>Delaney has two basic variations - one with spicy mayo and cheese, the other with hot sauce and a pickle. I appreciated that they let me make my own version with cheese and hot sauce, avoiding both the pickle and mayo which I hate. <br><br>The crunch on the chicken is nice, although the sauce is a bit one note. Overall quite a nice sandwich - I would probably get this once a week if I was in the area. Unfortunately though this is not quite at city-best level. For that Fuku remains king.",Ja9gBg4CYOne-MXqHUrcYA,4,Delaney Chicken - Vanderbilt
"Han Dynasty isn't the game-changing Chinese restaurant its fans from Philadelphia or the New York press will have you believe. It does successfully present elements of Hunan and Sichuan cuisine in ways not too frequently found on the island. But anyone who thinks they are getting the full Sichuan experience here at a bit mistaken. <br><br>I still recommend the restaurant, especially at lunch. The lunch-sized portions are perfect for business diners who won't be eating family style and the price point is shockingly low. I came with a couple clients who had a conference next door, who surprised me by taking me up on the offer to come here. <br><br>We started with some wontons in chili oil, which had nice skins, although disappointed on the spice front. I'm suspicious when this dish doesn't contain the fire hot that I'm used to Sichuan province or even other parts of China. I recognize that this doesn't meant the chef doesn't know how to prepare the dish, but it still seems somewhat off. <br><br>My main course was the cumin chicken, which works a set of spices into a pleasing dry rub dish. <br><br>Now there was a bit of a hiccup where one entree didn't appear until long, long after the after two portions. We inquired about this and our waiter sprung into action, delivering a free set of chicken wings when it became clear that the main course wouldn't be coming any time soon. I appreciated the gesture, which turned what could be a very awkward situation into something that just required a small laugh or two. <br><br>An upgrade over some other ""Sichuan"" options around town, but not the same as what you'll find in Flushing.",Ja9gBg4CYOne-MXqHUrcYA,3,Han Dynasty
"The name isn't accurate. There doesn't appear to be a first breakfast shed and you can get food here long after night fall. <br><br>What you can get is a surprisingly long selection of Trini-style Chinese food, along with some of the island's traditional cuisine. For me, most Trini-Chinese dishes are too greasy and without much flavor, so I stuck to the other side of the menu. <br><br>I've seen photos of long lines here, but on my 9 p.m. Saturday night visit, there were no other diners. <br><br>I was able to assemble a plate of chickpeas, curry chicken and some cooked shrimp over a bed of rice for just over $10. It was too much food, but I made an effort. <br><br>I need to drop off a star for the state of the shrimp - they were small and tasted a bit rubbery. Their sauce almost made up for it, but this just wasn't the highest quality seafood. I have found memories from my time in Port of Spain of fish and shrimp, and it is disappointing to have it not taste the same here. <br><br>Service was friendly and accommodating - not always a given at a Caribbean restaurant I'm afraid - as they were able to explain all of the dishes currently on offer. There are quite a few Trini options in Flatbush, but this is one worth checking out.",Ja9gBg4CYOne-MXqHUrcYA,4,Trini Breakfast Shed II
"The roti scene in Crown Heights is just so much better than the sporadically open, seatless and incredibly slow service operations just to the north in Bed-Sty. Exotic is a new-ish spot with a few tables, a friendly cook and an overall nice vibe. <br><br>The proteins vary by the day, of course, but I got a curry chicken buss up on a recent Sunday afternoon. It cost less than $6 and was far more than what one should eat in the middle of the day. I finished it anyway. <br><br>I got mine buss up, which has been a routine for me in the last year or so, since I learned what it actually meant. I always have a bit of a trepidation asking for roti this way, as it is surprisingly hard to say as a nearly middle-aged white man who is desperately trying to respect a culinary tradition without wandering into an overdone patois. <br><br>But here at Exotic, my request was met with a smile and a roti free of those weird little yellow dots that get everything in the default wrapper.",Ja9gBg4CYOne-MXqHUrcYA,4,Exotic Roti Express
"A Chinese entrepreneur designing a restaurant that serves American-style food trying to absorb the Chinese-American and Korean-American influences of the neighborhood. <br><br>Uncle Sam's Burgers is more meta than self-indulgence alt-comedy set. Rather amazingly there's some halfway decent fare inside the concept.<br><br>I went for two meals inside a week, as I take Russian lessons across from the building. The layout is big, open and clearly inspired by other fast-casual restaurants like Shake Shack and Smash Burger. This wouldn't be so noticeable in Beijing, but here in New York it means there's a blandness to the surroundings that I'm not sure is entirely intended. <br><br>Kimchi is a great addition to the burger, if a bit of easy shorthand for Korean food. I'm not sure that my sandwich needed so much pickled radish. There's a reason why this is usually served on the side in Korean cooking. My Peking style chicken sandwich, which I had on another visit, was a more satifisying melange, with the thick hoisin sauce and cucumber adding crunch and texture to a nicely fried patty. <br><br>The fries aren't something to write home about and I hate that god damn Boylan soda that seems to be popping up more and more as places try to be ""upscale"" casual, but overall nowhere the trainwreck this place would seem to be on paper.",Ja9gBg4CYOne-MXqHUrcYA,3,Uncle Sam’s Burgers
